sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58
A_01,-19.6994926579553,-33.0955640130618,0.625593521658922,-2.86667742100289,11.8596824548334,-7.78872879578614,0.673702573169655,-13.6038693522876,4.52586089147246,-10.6364697221504,0.497006780771967,-3.9540241780787,6.19124353255624,-1.78766358483044,1.30167075000394,-12.4784667421989,5.37171191028524,-2.6036942674319,-3.09912708719825,0.100422934800335,8.80594598086254,-1.81531534262116,-3.83703276155473,-3.76570739484726,5.57989211505007,2.49456753982581,-2.60511605093488,-2.09861147619927,-1.69816473549951,4.16340250187993,0.670167816536389,1.12777034410357,1.39266711475477,0.110727991380334,4.18127154595284,-5.25113181712698,-3.34657120675416,-3.83476455559458,2.43565515595909,2.19089688727274,1.51274890469954,2.0436998108896,2.74569612355158,-0.868303969681776,-2.4405380846863,-1.26332155556225,-1.43067253851182,1.4257476410283,0.461352661006449,1.16304088035835,0.338804248697368,-0.479755184957563,-0.718961055093544,-0.161579303196946,-0.183253132551743,0.892602145539753,-0.281091342336707,-2.07866934777365e-13
A_02,-20.5739921987805,-22.5838010573116,4.70404220314298,-17.54944019463,7.286381312635,7.37248959820178,-0.925581979931928,1.30223125341634,-15.5965822811984,-3.00632098137157,7.37675788604054,-0.667839733007084,-3.20243333453559,0.728471114563023,-0.365621965298673,1.26887709921202,0.755228700056858,-1.10534057892535,-2.53287759633845,-3.76601958425256,-2.70164843785585,-3.22863841986167,-0.131665424189237,-2.88327803167953,4.25017344545239,-1.13635786440946,-1.07978878270867,-0.262680073280462,1.72216620839891,-1.14487140693136,-3.0117703126959,-4.95604690848189,0.213254588464634,2.58108600330923,3.25819664143763,-2.18519381349486,5.49717893050339,0.626547215750159,-0.890736672125997,-0.882881699147857,-8.07283448591779,0.623455918447788,-4.72384710037017,0.771523018094491,1.25140181811579,-2.61299479685989,5.51698585249913,-2.08044517182691,-3.22612671968892,2.00948070356084,-3.19824091633992,4.06533818312488,1.0366536404911,0.239485376029705,-1.99699505412698,-3.04041280377738,1.1083418637241,-2.07765255686964e-13
A_03,-24.3031254056989,-24.8838341301281,-4.82317385013026,-0.231136310421094,-2.33618003059417,0.967166975409432,9.31062608527748,-11.748332095644,-4.7672523336857,-0.821244372210781,-9.26843234000122,-5.10451074465836,-1.51401191575564,1.69327728572169,-6.06675653408891,2.61972024804658,-4.02422696895632,8.41097901605073,2.7224637892509,-1.98935624154496,-4.82723553473695,7.66347316725067,-4.92193126046768,-3.58761814012536,-3.33590254611959,-3.16805211854577,1.07295349100235,1.15439125577965,7.11893830104215,4.72923499457069,-2.53177254420128,3.48866205522913,-1.62477559736116,-0.470372647760631,-7.8858528115635,-4.48041725674094,1.96403394617493,0.7822607465991,0.351808924066016,-2.64360402890786,0.702966170124709,-1.90053566458593,0.89039086207088,-0.867876462015682,-2.93231959330982,0.74615591843121,-0.376467782419635,-3.7569067524693,0.483561948571594,0.759023097778699,-0.245589974826261,-1.19392620263666,-3.34577432905619,-0.434056161294281,1.48031936411204,-0.348276858025472,2.24867546737095,-2.09750228056046e-13
A_04,28.0847450793541,-11.2610075579628,3.74001402513869,-3.99336786065011,0.644156752976207,2.43113470898346,-5.71323921853354,-6.67297235970718,-4.7764527003508,7.32526720076327,-6.66745763595836,2.34263602096886,2.04564428879501,-3.34157033219876,1.38011864602402,1.82821641072153,-0.0430965507768299,-2.80965867188388,4.9604026456496,-6.21658605777147,5.80892082953306,2.47964183553258,-1.72257479682984,-0.207995696028578,0.603752484434133,-0.314653495156036,-5.8337160284111,0.464306412051885,-0.624610529742157,-1.93744161888247,-1.23408868289724,2.32606468377676,0.133324455570656,-2.32222217037394,1.03400215719305,2.34130546268424,2.1612127741769,1.421680342469,-4.94334965366512,-7.65574451803288,1.14442318763112,-1.53252919760164,2.75809521485729,8.24578664409884,-1.36016027232443,3.54990145313731,-1.50326242836523,3.83351035733686,-1.03661998836665,-0.501868095217708,-0.114449922252179,2.86000418019471,-0.384604562730432,5.97854910634383,-4.48433290490011,2.78576844526255,-1.76744822011978,-2.07566220528627e-13
A_05,28.7729697683367,-3.27477515490834,-6.09219617343046,-9.1104460919669,-4.50059600603311,7.71291703188643,0.300177701397555,-0.660023021671508,4.32211178164825,-5.74276254458765,-3.6421019130317,9.75157720391954,2.88863092627996,-4.06752212442276,0.121331906312844,3.71944938249697,-2.7220598514083,-4.88106595657735,3.73842472646958,1.75005586538885,-1.64373137337482,-0.451982477372803,-2.28007357781805,-6.83946544660945,-5.18653591880418,2.59909637243878,0.07381384065659,0.210123377572181,-1.96587441246312,0.666504512418286,-7.22356046602187,-3.09857918638576,1.4334945577205,-4.95075993827436,0.00660322816234992,-1.1290033813197,-1.71514165799542,-5.25106598417581,0.647931429292236,-1.27645435203676,-3.08658580584725,-1.10900785724309,-2.44877578185039,-7.5359385744881,4.42200135314011,-2.66574719240272,-3.37716929402081,-1.01912156795323,1.98192609259562,-1.42048788087066,2.52633820211566,-0.645371193150162,-1.4296089134891,4.8560295896707,0.0207466623302918,-0.908552948943097,-4.83476894207263,-2.10342591500247e-13
A_06,-3.09346636531752,-8.82905328213697,-11.0585356227829,-12.7060917925917,11.9649967255464,7.47774229227748,-14.9493677303014,8.92150798590939,0.613882571410311,1.53408630716438,4.52102254647364,0.0794142088781277,-12.3669789617501,0.366347497437392,1.8205233324349,-12.1728633264809,4.63943766366321,0.900797506464915,10.7512366519297,0.596531129054138,-0.632431001699578,3.48030353141028,-1.90498253816121,-0.44643745343895,-0.57525548274037,-2.67428749361387,1.61629210107305,4.80489030317549,1.55534094418788,-1.73331813809875,6.84036008474688,-2.44611298317504,-5.9726755350134,-2.4410012958047,-2.29972299842375,3.03805227034562,-2.27575031806713,-0.517158541140302,-3.25884353468465,-1.25436364472109,0.594893520561631,-1.15056931323299,0.719564090185252,-2.0605898244092,-0.830451714341728,-2.08060992437345,-1.37263497361734,0.406751382642779,0.552478361789529,1.37790271712874,0.948230385008037,-3.39881626903498,-0.10543683797265,-0.227193838364786,0.672568315584233,-1.05408711679854,0.276523196792693,-2.10129796233702e-13
A_07,26.9176242242104,-6.15606246633054,-0.954570372345015,-4.09464349492468,1.7366007327492,8.12394055485879,-2.59717141151598,0.899616817777085,5.67973712680988,0.423583370757636,-12.5453927726469,1.56048623561233,1.18828461491436,-3.43166712782302,2.76542297128742,3.16469094716637,-3.12431230977157,-0.715602787426984,1.47080595725398,-6.05627400795549,1.03789150691611,-4.42167924943836,2.53507526919314,-1.27074020272119,-0.397332666828418,6.12877291620072,-0.644670591235236,1.36469922154095,-2.28125379947875,-1.84127759416062,-1.11714943743577,-1.61901638854533,3.12300671779786,1.40621119330386,2.65615904378102,3.08970386370272,-5.67087679451102,-0.0688390319099441,-2.40140414931703,-0.558921858800477,-0.564669080462723,-1.62413066447621,-0.739842936896653,1.57119705579982,-2.41043850157259,-0.671631704116414,4.31150414965654,-0.963544889317404,4.99408831991744,1.80307111889575,1.90923325752392,-0.149090041128834,-6.05035182999314,-6.63197173306022,1.58960903914096,-1.26386923105916,7.0821141330855,-2.09871094208083e-13
A_08,-25.9814283493454,1.74178328365547,-12.6126173902545,-10.1695159809262,6.54168227380692,7.20081109606429,-1.42655825347114,10.1730101459456,-2.73529620529796,0.947968877276741,-4.29484548694828,-4.57087729305076,-14.3184906418898,11.2927550057504,-2.14010980376276,1.32547181468838,-6.11084149643594,-4.41709539750045,-6.62530799002803,2.03065392911528,2.37099233535176,-6.14077519249321,-0.956395515062169,-1.89325927526757,-5.58198495795159,2.2316202484702,-5.8933605274876,-6.43979148744514,0.662285979354085,-0.283671022661755,-3.90036058149484,8.0092050033911,-2.53699304857607,2.91310472580557,0.87816844510298,-1.50249953892335,-4.33967102937619,1.14329763090847,1.86485139859955,0.487693949787257,2.79943096692198,-0.666049515642204,1.70605562873705,1.17405856392724,0.833768802288741,0.126547937928728,-0.329205065539313,0.225702314032402,0.617278134803785,-1.55824475264042,0.000882425139834199,-0.765138390918164,1.034253607904,-0.678550113550845,-1.87754959985382,0.53964354636591,-2.15822074794814,-2.10207530812052e-13
A_09,30.3143699403475,-7.79046098949913,-6.61970087711758,-8.42929860091838,-4.12039532605693,9.67026192802773,12.3024370816187,-0.364141777446446,5.46702729430182,2.10052634740005,4.3277333452513,3.0094453693987,3.12928762052497,2.02247690556015,1.05560513545316,0.444359118253818,0.570948989328364,3.17692570313166,-3.37879480088904,5.0311548029519,2.3705603160915,1.41864841605814,6.42339028177674,4.53841547018193,4.59982548974652,1.5899163521161,-1.3228017297489,-1.09421386259996,7.83005800972951,-1.39277006718316,1.07156967899722,-2.70024026003121,-1.90867274777377,2.30468724842732,-1.41526112082484,0.335284879602454,2.31487469121799,1.89624218403502,1.69994473049655,-1.93562223917322,-2.68480862716677,1.2916495575741,1.20356581052356,1.42109535951897,-5.96981512630464,-4.37509619344248,-1.94429090046159,0.93852547558933,9.83550176633245,-1.79109408388529,2.31365188206639,0.276769478972079,3.3202259351463,-0.760270377548615,-1.41264466510857,0.00468416160692911,-3.05958879779986,-2.11944567999453e-13
A_10,-15.5635655416406,-21.2487952535848,-12.8628957729473,1.90691043386749,1.2096172736895,-10.3330334727979,-6.25297419519159,8.20721701544005,-0.0868245604866401,5.63506889479304,-3.89760029761111,-1.72327272991516,2.79616422178086,-6.57900888848168,1.35988487180887,1.22852054793061,-2.04891136636975,3.01090226560511,-5.7192662011118,4.622499108062,1.58094189170923,-3.31450902247432,0.299769573121258,1.89024728877293,2.48423643727557,-7.04057450168852,-2.04962106470471,-4.955558523001,5.32591736353601,-2.42859237881924,-3.64598028334112,-0.0585323985795091,0.70868650224343,-3.14717981859551,2.54131973705423,7.63040785411371,3.88453660974071,-3.63130744341719,-1.47357073221294,-0.492711465041015,-1.79625372205764,-0.613462685075197,-3.47929415265246,-5.86815480908816,-2.92498758548876,5.59640061435008,-0.842682720881727,2.67711274685203,-1.28644047148176,0.0651930465613028,-0.678438934198551,-3.09536250198504,-1.23598475655833,-2.23965943963544,1.63581355534328,3.03093588044047,-0.13755329885136,-2.08583949887084e-13
A_11,19.2702576678571,7.15238787858714,-0.600571731058457,-10.3102500165643,4.59285320348602,2.62126966753842,-3.45016071781939,-15.236002832727,15.798055917128,4.6356881213482,-2.6874451366747,-4.61319544870068,-7.321586409585,-3.0676263158508,5.42105117937901,3.69802862625448,-2.43227149079887,2.19515176942412,-5.14784082420335,1.13593779660853,-5.33242575605653,-6.30963219798563,-4.16930487484365,-1.44500740882573,2.30935669955823,-6.05746792263041,1.51126911229334,5.04890378916191,-4.47887890315107,8.51578143988461,-1.49072605290578,-2.5830806858403,-2.4735788729679,3.24575641127404,0.546224956037731,4.8743017239017,3.71789122783449,2.99351840570474,0.373047436438779,1.53871455261195,3.07490971182767,1.40665916429054,2.7180123444087,-1.32469605231574,2.03236120681664,-0.0138782874301468,2.15574579104744,0.906829888591412,1.78825025509274,1.16308610750801,-1.12838912014261,1.17572426051656,2.62851404515539,1.48606968581585,0.292321314055853,1.24751253536139,-0.486892215226855,-2.10322011517524e-13
