"mz_rt_min","comp1","comp2"
"177.00722_0.798",0,0.0518538407784232
"177.02453_1.517",0,0.0481867692837956
"177.08708_0.976",0,-0.0262053470033913
"178.05881_0.908",0,0
"179.12857_1.006",0,0
"179.1286_1.012",0,0
"179.14308_7.981",0,0.0490256074451249
"180.08672_0.886",0,0
"180.10204_5.093",0,0
"180.10204_8.012",0,0
"180.10207_7.595",0,0
"182.0813_6.966",0,0
"182.08132_1.37",0,0.0598062347311483
"182.08133_1.722",0,0.076139026447537
"182.08134_1.211",0,0.0796969607107672
"182.08135_7.413",0,0
"182.96205_0.804",0,0
"183.07825_7.515",0,0
"184.02762_1.353",0,0
"184.04848_0.931",0,-0.0478153744555574
"184.96961_0.769",0,0
"185.06882_0.918",0,0.0127713392449268
"185.11501_7.403",0,0
"185.11672_7.576",0,0.00369070346324691
"186.07618_1.146",0,0
"186.11269_6.707",0,0
"186.12426_1.002",0,0
"187.02732_0.787",0,0
"187.07144_0.987",0,0
"187.10778_1.117",0,0.0102890444829564
"187.10779_1.132",0,0
"188.06828_2.492",0,0
"188.07075_3.649",0,0
"188.09183_1.195",0,0
"188.11566_0.905",0,0
"188.12839_7.158",0,0.0577821183887379
"188.17583_0.848",0,0
"189.0523_6.622",0,0
"189.08707_1.023",0,0
"189.11231_7.642",0,0
"189.1234_2.285",0,0
"189.12341_1.027",0,0.054741854972901
"189.12345_1.236",0,0.0421576459819764
"189.12346_1.179",0,0.0053260077982401
"189.15981_1.01",0,0
"190.04997_5.881",0,0
"190.08236_0.978",0,-0.00853329482521934
"190.10749_1.146",0,-0.0510999466875532
"190.10749_1.181",0,-0.0604561474816944
"190.60022_0.982",0,0.0767994774948281
"191.02271_0.796",0,0.00774168322320887
"191.06635_0.992",0,0
"191.07673_0.898",0,0
"191.09158_2.629",0,0.0815177194599373
"191.10269_0.982",0,0.0808749885027725
"191.16437_8.148",0,0.00389904534010201
"191.58974_0.867",0,0
"192.03255_1.395",0,0
"192.06524_5.998",0,0
"192.12314_0.968",0,0
"192.13837_8.168",0,0.000238850865071938
"193.0021_1.525",0,0.0227816983174606
"193.08214_0.968",0,0.00120387070598138
"194.03272_0.921",0,0
"195.12283_2.988",0,0
"196.03092_0.925",0,0
"196.04841_0.895",0,0
"196.09452_0.979",0,0
"196.09462_6.26",0,0
"196.09471_5.951",0,0
"197.10103_0.903",0,0
"197.15366_8.487",0,0
"197.93802_0.35",0,0
"198.0374_1.468",0,0.0484725535579127
"198.05842_7.645",0,-0.00596172638705162
"198.0851_1.052",0,0
"198.08713_1.081",0,0
"199.00815_1.525",0,0.0297409831122302
"199.13077_7.786",0,0
"199.13091_7.788",0,0
"199.1481_8.482",0,0
"199.16932_8.546",0,0
"199.60537_0.983",0,0
"200.04068_0.907",0,0
"200.04419_1.105",0,0
"200.0442_1.111",0,0
"200.12823_7.202",0,-0.0378206070272916
"200.16451_7.86",0,0
"200.63696_0.796",0,0
"200.97296_0.803",0,0
"201.07189_0.872",0,0.0367120399567276
"201.08704_1.015",0,0.0399171926170067
"201.12344_1.183",0,0
"201.92274_0.341",0,0.0164918138142279
"201.98393_1.404",0,0.0762777468615317
"202.0687_0.899",0,-0.0819940359360596
"202.14375_7.658",0,0
"202.61072_0.97",0,0.0539298979840852
"203.00461_0.791",0,0.00142140048158886
"203.05263_1.274",0,0
"203.05267_1.106",0,0
"203.12792_7.646",0,0
"203.13914_1.188",0,0
"203.13916_1.228",0,0.0299655496501752
"203.13916_2.023",0,0
"203.13919_1.243",0,0.0494435257538817
"203.15035_1.001",0,0
"204.08677_1.166",0,0
"204.08683_0.98",0,0
"204.09787_0.985",0,0
"204.12317_1.187",0,-0.159047535951596
"204.1343_0.976",0,0
"204.13438_0.851",0,0
"204.13438_1.189",0,0
"204.13441_0.849",0,0
"205.0378_0.789",0,0.030778125479262
"205.08188_1.115",0,0
"205.08197_1.005",0,0
"205.08199_1.006",0,0
"205.09729_3.648",0,0
"205.11831_1.041",0,0
"205.11839_1.178",0,0
"206.04502_5.924",0,-0.013034900756149
"206.08129_6.959",0,0
"206.10247_1.164",0,0
"206.59504_0.868",0,0
"207.03483_0.788",0,0
"207.03518_0.792",0,0
"207.05072_0.915",0,0
"207.09761_0.977",0,0
"207.13665_7.911",0,0
"207.13744_8.082",0,0.0577858469948179
"207.60298_0.966",0,0
"208.06046_5.029",0,0
"208.06392_1.698",0,0
"208.09677_6.813",0,0.00941598875705589
"208.61061_0.983",0,0
"208.61069_0.981",0,0
"209.10177_3.016",0,0
"209.10187_2.69",0,0
"210.06407_0.953",0,0
"210.06415_0.917",0,0
"212.07984_0.964",0,0
"212.10304_1.117",0,0.0357627866022793
"213.07492_0.921",0,-0.0241657708196712
"213.08692_1.119",0,0
"213.09828_0.873",0,0
"213.11111_7.541",0,0
"213.1234_1.728",0,0
"213.12342_1.186",0,0
"213.12346_7.925",0,0
"213.14682_8.144",0,0.0121739194140524
"214.0509_4.072",0,0
"214.05884_1.014",0,0
"214.14369_7.788",0,-0.0568452396260434
"214.91747_0.8",0,0
"214.9884_0.803",0,0
"214.99802_1.432",0,0
"215.05291_3.341",0,0
"215.05485_1.368",0,0
"215.0878_0.874",0,0.0117753922143448
"215.1029_2.447",0,0
"215.13911_1.197",0,0
"215.13915_1.742",0,-0.00777730079152631
"215.13917_1.195",0,0
"215.60034_0.872",0,0
"216.01466_0.919",0,0
"216.09791_1.001",0,0.00547825376905362
"216.14557_1.021",0,0
"216.95065_0.804",0,0
"217.01898_1.554",0,0.0761254057383862
"217.01988_0.789",0,0
"217.02936_0.928",0,0
"217.04953_0.868",0,0.0201659290252923
"217.04961_0.876",0,0.0239558853962963
"217.082_1.008",0,0
"217.11831_1.041",0,0
"217.11839_1.153",0,0
"217.14346_7.659",0,0
"217.15475_1.212",0,0
"217.15476_1.729",0,0
"218.04262_0.927",0,0
"218.11372_0.981",0,0.018589789802274
"218.94785_0.804",0,0
"218.98368_0.802",0,0
"219.02755_0.545",0,0
"219.09762_1.179",0,0
"219.09764_1.026",0,0
"219.13401_1.09",0,0
"219.13401_1.189",0,0
"219.13407_1.185",0,0
"219.13409_1.952",0,0
"220.0396_6.79",0,0
"220.09283_0.968",0,0
"220.11816_3.085",0,0
"221.01225_7.187",0,0.0158719632182093
"221.01531_0.783",0,0.0321762854377045
"221.03315_3.733",0,0
"221.07692_0.979",0,0
"221.07692_0.99",0,0
"221.11322_0.987",0,0
"222.07953_1.589",0,-0.0129201277146941
"222.07964_1.375",0,0
"222.09723_1.15",0,0
"222.11205_7.426",0,0.0718873116883828
"222.1336_0.993",0,0
"223.02456_0.92",0,0
"223.02463_0.924",0,0
"223.04532_7.168",0,0
"223.10774_2.981",0,0
"223.11781_4.218",0,0
"223.94396_0.337",0,0.00453888924229321
"224.05176_0.895",0,0
"224.07966_0.958",-0.284670789646762,0
"224.09158_4.468",0,0
"224.60558_0.864",0,0
"224.60572_0.875",0,-0.00223335399294405
"224.9638_1.399",0,0
"225.12341_6.362",0,-0.0481815253525085
"226.03798_1.72",0,0.0100781255737841
"226.11862_1.118",0,0
"226.14152_6.683",0,0
"226.95153_0.908",0,0
"227.00299_1.837",0,0
"227.07915_3.657",0,0
"227.10264_1.157",0,0
"227.10265_1.159",0,0
"227.10269_2.891",0,-0.0217846228150947
"227.11767_7.568",0,0
"228.09768_1.104",0,0
"228.09792_0.958",0,-0.0107351272877037
"229.06937_1.238",0,0
"229.09717_5.598",0,0
"229.11833_3.18",0,0
"229.11834_1.192",0,0
"229.14357_7.847",0,-0.0367483236997066
"229.15476_1.239",0,0
"229.15481_2.875",0,-0.0169718011642768
"230.0425_5.007",0,0
"230.10242_4.157",0,-0.0103427341784005
"230.11353_1.021",0,0
"230.11359_1.102",0,0
"230.1584_2.895",0,-0.00687117939799851
"230.18639_1.178",0,0
"230.24794_7.925",0,0
"230.62372_0.995",0,0
"230.96623_0.807",0,0
"231.06529_0.873",0,0
"231.08407_2.68",0,0
"231.08407_3.002",0,0
"231.09747_1.05",0,0
"231.09747_1.307",0,0
"231.09758_1.051",0,0
"231.0976_1.163",0,0.0305147380559966
"231.10145_7.559",0,0
"231.13757_8.53",0,0
"231.17036_2.467",0,0
"231.17042_1.248",0,0
"231.17047_2.75",0,0
"231.17048_3.322",0,-0.00561137898170989
"231.17049_3.098",0,0
"231.98856_0.925",0,0
"232.10049_6.978",0,-0.0282017302180676
"232.11795_5.926",0,0
"232.11808_6.157",0,0
"232.12907_1.036",0,0
"232.92821_0.805",0,0
"232.99927_0.796",0,0
"233.09225_6.08",0,-0.118275878113749
"233.11325_1.11",0,0
"233.11327_1.11",0,0
"233.14963_1.199",0,0.0401472177595006
"233.14963_2.15",0,0
"233.95608_1.499",0,0
"234.10847_0.971",0,0
"234.1448_0.849",0,0
"234.96119_0.805",0,0
"235.01254_1.127",0,0.00808002585814475
"235.03066_0.786",0,0
"235.03083_0.477",0,0
"235.04886_6.023",0.237944710149099,0
"235.0925_1.002",0,0
"235.09252_1.11",0,0
"235.12941_1.028",0,0
"236.13558_8.064",0,0.0674899057056084
"236.14942_0.986",0,0
"236.92095_0.81",0,0
"236.95795_0.805",0,0
"237.00713_4.979",0,0.0716544136408373
"237.08697_1.235",0,0
"237.11144_8.187",0,0
"237.14701_8.175",0,0
"239.02561_0.806",0,0
"239.13933_7.329",0,-0.0664250574385119
"239.14896_3.789",0,0
"239.16205_8.542",0,0
"240.10894_0.8",0,0
"241.0311_1.011",0,0.0284889222558222
"241.19509_8.486",0,0
"242.05354_1.001",0,0
"242.08463_4.571",0,-0.00232557106646256
"242.09013_0.911",0,0
"242.09021_0.905",0,0
"242.58021_0.975",0,0.00310636880774376
"242.92552_0.919",0,0
"242.94656_0.77",0,0.0181596802747752
"243.08477_4.233",0,0
"243.10886_0.865",0,0
"243.13399_1.244",0,0
"243.13404_4.417",0,-0.0397052131248075
"243.13422_1.198",0,0
"243.94332_0.352",0,-0.0557017605157421
"244.06388_7.641",0,0
"244.07927_1.279",0,0
"244.09275_1.04",0,0
"244.12863_1.021",0,-0.106125686227441
"244.12911_1.154",0,0
"244.16559_0.905",0,0
"244.16561_0.869",0,0
"244.16566_0.862",0,0
"244.16569_0.954",0,0
"245.01349_1.815",0,0
"245.07668_1.038",0,0
"245.09982_4.214",0,0
"245.11324_1.16",0,0
"245.11327_1.076",0,0
"245.15388_8.412",0,0
"245.18606_3.672",0,0
"245.18608_6.738",0,0
"245.18613_4.066",0,0
"245.18613_4.435",0,0
"246.1448_1.222",0,0.0334610458086005
"246.18123_0.863",0,0
"247.01485_0.802",0,0
"247.0483_0.79",0,0.0205025939789028
"247.05796_1.43",0,0
"247.09769_0.852",0,0
"247.11105_1.186",0,0
"247.12882_2.434",0,0
"247.12889_1.167",0,0
"247.15429_7.73",0,0
"247.16927_8.5",0,0
"248.08778_0.99",0,0
"248.12413_1.022",0,0.019275784803284
"248.12796_7.82",0,-0.0731093757153641
"248.1316_7.222",0,0
"249.04568_1.286",0,0
"249.04571_1.107",0,0
"249.10811_1.304",0,0
"249.10815_1.164",0,0
"249.14442_1.221",0,0
"249.14456_0.998",0,-0.0206503364043129
"249.18411_8.401",0,0
"251.02271_6.622",0,0
"251.06391_2.075",0,0.0115644883124852
"251.17949_8.062",0,0
"252.10905_1.351",0,0.0228610113076249
"252.14467_0.997",0,0
"253.08162_2.597",0,0
"253.09316_2.528",0,0
"253.11834_6.364",0,-0.0457546159427677
"253.12842_3.515",0,0
"253.12956_0.965",0,0
"254.02342_7.177",0,0
"255.01739_5",0,0.0658662014042972
"255.06457_1.34",0,0
"255.08442_0.959",0,-0.00530955803935954
"255.08629_0.853",0,0
"255.09739_0.986",0,0
"255.1452_3.028",0,-0.0352003765409422
"255.14526_0.965",0,0
"255.21067_8.504",0,0
"256.0639_2.614",0,0
"256.06954_1",0,0
"256.08474_2.482",0,0
"256.26343_8.135",0,0.013045713314596
"257.11377_1.255",0,0
"257.12446_0.866",0,0
"257.14962_5.992",0,-0.00202103342508565
"258.07961_3.783",0,-0.00390696184996435
"258.07983_3.147",0,0
"258.10848_1.022",0,0
"258.10997_1.176",0,0
"258.89943_0.926",0,-0.00845397033497564
"258.92416_0.786",0,0.0258868927618489
"259.06407_0.9",0,0
"259.06921_0.922",0,0
"259.15416_7.763",0,0
"260.05312_1.295",0,0
"260.17208_0.93",0,0
"260.1969_0.95",0,0
"261.00546_0.799",0,0
"261.13104_3.735",0,0
"261.13109_3.562",0,0
"261.1445_1.564",0,0
"261.14455_4.09",0,0
"261.1446_1.2",0,0
"261.14464_3.885",0,0
"262.10333_1.101",0,-0.0135286514191567
"262.13983_1.006",0,0
"263.02576_0.791",0,0.0334444149925549
"263.13909_5.257",0,0
"263.13911_1.282",0,0
"264.1229_6.734",0,-0.075500945569184
"265.02303_1.098",0,0.00208357656705035
"265.02308_1.269",0,-0.0466529483913627
"265.02311_1.101",0,0
"265.07961_2.943",0,0
"265.11183_0.937",0,0
"265.15486_3.933",0,0
"266.10566_1.245",0,0
"266.12385_1.134",0,0
"267.13437_7.327",0,-0.0906485227284617
"267.17431_7.625",0,0
"267.17431_8.062",0,0
"268.10378_1.236",0,0
"268.10404_2.54",0,0
"268.14037_1.631",0,0.0283892297396829
"269.08782_1.239",0,0
"269.08782_2.243",0,0
"269.16081_1.121",0,0.0379769840174298
"269.19004_7.633",0,0
"270.10817_1.135",0,0
"271.1655_6.437",0,-0.0463950508594318
"271.1693_8.418",0,0
"272.05872_3.46",0,0
"272.17165_1.011",0,0
"273.06206_7.102",0,-0.00641100874615383
"273.13114_4.829",0,0
"274.07446_3.768",0,-0.0062283070042616
"274.09206_1.355",0,0
"274.87323_0.931",0,-0.0241538455673444
"275.00744_1.816",0,0
"275.07499_2.534",0,0.0845018645219624
"275.11015_3.503",0,0
"275.11016_3.814",0,0
"275.11021_3.816",0,0
"275.89188_0.909",0,0.0152011914784516
"276.10792_1.57",0,0
"276.11905_1.126",0,0
"276.15539_1.019",0,0
"276.15558_1.178",0,-0.0486448233658968
"277.10295_1.038",0,0
"277.10304_1.302",0,-0.0424674899341599
"277.10309_1.168",0,0
"277.12731_3.022",0,0
"277.17936_8.128",0,0
"277.21604_8.524",0,0
"277.92072_0.363",0,0.0458241248887302
"278.13472_0.99",0,0
"278.13478_1.015",0,-0.00633827946247389
"279.10099_2.487",0,0
"279.13393_1.233",0,0
"279.13404_2.763",0,0
"279.14392_3.42",0,0
"279.17053_4.801",0,0
"279.17056_5.343",0,0
"279.17068_7.04",0,0
"279.1707_7.219",0,0
"279.1708_5.086",0,0
"280.0486_1.408",0,-0.0357823780699362
"280.13999_1.178",0,-0.0221580603458241
"280.90438_0.337",0,0
"281.14947_1.198",0,0.0279287023592421
"282.06417_1.36",0,-0.114172496081999
"282.06418_1.132",0,-0.0117058240408129
"282.15485_0.939",0,0
"282.20329_8.275",0,0
"282.27922_8.56",0,0.00163130918629597
"283.11655_0.956",0,0
