"mz_rt_min","comp1","comp2"
"283.16975_7.745",0,0
"283.17522_4.488",0,0
"283.19003_8.072",0,0
"284.09887_1.226",0,0
"284.099_2.284",0,0
"284.17155_0.86",0,0
"284.29476_8.508",0,0
"285.11946_0.877",0,0
"286.17331_7.953",0,0
"286.17607_3.832",0,-0.0250303294586158
"286.17614_1.221",0,0
"286.95804_0.801",0,0
"286.95825_0.806",0,0
"287.24417_0.96",0,0
"288.11882_0.969",0,0
"288.19189_4.074",0,0
"289.09073_1.164",0,0
"289.12588_4.966",0,0
"289.12591_4.977",0,0.00682980027362538
"289.17977_8.474",0,0
"290.0758_1.106",0,-0.0301775884898555
"290.08678_1.318",0,0
"290.08686_1.453",0,0
"290.08692_1.324",0,0.0479607912195039
"290.14612_0.994",0,-0.0987563829998145
"290.17104_1.201",0,0
"291.02282_0.799",0,0
"291.049_2.537",0,0.067022697816228
"291.04974_1.022",0,0
"291.06988_2.85",0,0.0998129388742859
"291.13005_0.994",0,0
"291.15486_0.995",0,-0.00118157729990282
"292.10261_1.209",0,0
"292.10261_1.517",0,0
"292.10267_1.369",0,0
"292.11401_1.053",0,0
"294.00308_1.1",0,0
"294.11819_1.56",0,0
"294.9201_0.345",0,0
"295.06628_1.85",0,0.0441635614410838
"295.06631_1.854",0,0.04167999266878
"295.12908_4.613",0,0
"296.15224_7.055",0,0.0412396846351979
"296.18308_7.19",0,0.0212125114342177
"297.14425_1.212",0,0
"297.15458_4.227",0,0
"297.18339_7.377",0,0
"297.18536_8.046",0,0
"298.09691_3.794",0,0
"299.25822_8.399",0,0
"300.25369_8.272",0,0.0157087580912969
"300.28967_8.209",0,0
"301.12595_3.424",0,0
"301.1502_1.034",0,0
"301.16502_7.841",0,0
"301.20068_8.197",0,0
"301.21657_8.514",0,0
"302.13466_0.91",0,0
"302.1347_1.139",0,0
"302.14971_5.66",0,0
"302.20752_5.542",0,0
"302.3054_8.262",0,0
"303.13018_1.177",0,0
"303.17044_7.948",0,0
"303.17045_7.506",0,0
"303.20262_0.881",0,0
"303.23194_8.552",0,0
"304.2998_8.046",0,0
"304.63011_0.887",0,0
"305.08456_1.135",0,0
"305.14538_1.001",0,0
"305.1462_1.168",0,0
"305.1571_4.379",0,0
"305.15713_6.949",0,0
"306.12967_1.025",0,-0.0312751605911797
"307.16554_7.16",0,0
"307.16574_7.271",-0.201761302126816,0
"307.18628_1.001",0,-0.0108711121679198
"309.16563_0.873",0,0
"310.11318_1.179",0,0
"310.11324_1.35",0,0
"310.17622_1.204",0,0.0584682958571686
"311.12413_3.155",0,0
"311.19734_7.821",0,0
"312.19156_1.234",0,0
"313.17992_8.073",0,0
"313.17993_7.625",0,0
"313.18008_7.739",0,0
"313.18022_7.14",0,0
"313.21653_8.502",0,0
"314.08467_1.449",0,-0.087316729047134
"314.16381_7.123",0,0
"314.20755_1.253",0,0
"314.20757_3.739",0,-0.0451443014765441
"314.23264_7.604",0,-0.0360072725224646
"315.17789_1.193",0,0
"315.18773_0.881",0,0.0649622878404705
"315.1961_8.03",0,0
"316.10046_1.966",0,0
"316.11404_0.978",0,0
"316.14993_6.969",0,0.00818180880563743
"316.18693_1.194",0,0
"317.14567_1.005",0,-0.0462972164422697
"317.21101_8.514",0,0
"317.21821_1.005",0,0
"317.21838_1.014",0,0
"318.1198_1.731",0,0.00800097148516942
"318.12938_1.076",0,0
"318.16598_1.177",0,0
"318.16647_7.191",0,0
"318.19455_7.309",0,0
"318.30036_8.17",0,0
"318.30036_8.184",0,0
"319.12483_1.054",0,0
"319.13633_4.538",0,0
"319.13643_4.531",0,0
"319.13651_4.224",0,0
"319.16542_7.376",0,0
"319.16578_7.737",0,0
"319.2425_8.492",0,0
"320.18189_1.204",0,0
"320.20672_7.868",0,0
"321.18133_7.82",-0.728441697134406,0
"321.22146_8.24",0,0
"322.12469_1.002",0,0
"322.61836_7.325",0,0
"323.16073_6.972",0,0
"323.16123_5.624",-0.0821221866695102,0
"323.23755_8.165",0,0
"324.14122_7.332",0,0
"325.14054_6.466",0,0
"325.17792_6.895",0,0
"326.03775_5.07",0,0
"326.10818_1.336",0,0.0204294476811631
"326.13469_7.829",0,0
"326.37815_8.232",0,0
"327.05156_0.9",0,0
"327.08712_6.57",0,0
"327.2014_5.097",0,0
"327.23224_8.287",-0.328974956871326,0
"327.23247_8.53",0,0
"328.18624_7.88",0,0
"328.18695_5.869",0,0
"328.22313_5.047",0,-0.0273807204491406
"328.22326_4.158",0,-0.0124139142427493
"329.08672_1.368",0,0.014924159970329
"329.1213_7.162",0,0
"329.17534_7.212",0,0
"329.18205_1.183",0,0
"329.18762_7.291",0,0
"329.19458_8.359",0,0.014117616841386
"329.21136_7.585",0,0
"329.2114_7.965",0,0
"330.16543_1.209",0,0
"330.16595_1.214",0,0
"330.17755_1.1",0,0
"330.19147_7.577",0,0
"330.20226_1.236",0,-0.0190632079593406
"331.16143_1.024",0,0
"331.16523_0.878",0,0.0356221270080027
"331.19092_7.139",0,0
"331.19103_8.063",0,0.0498023970450412
"331.2269_8.303",0,0
"332.14494_1.172",0,0
"332.18902_7.532",0,-0.00895763310001607
"332.33112_8.21",0,0
"333.06034_1.045",0,0
"333.11579_4.005",0,0
"333.15194_5.63",0,0.00305536052610407
"333.20599_8.097",0,0
"334.13975_5.431",0,0
"334.16091_1.157",0,-0.0096480227739763
"334.17618_3.138",0,-0.000924755961976939
"335.14474_1.507",0,0
"335.15573_1.016",0,-0.0389506931611678
"335.18631_7.127",0,0.00695823095243975
"335.22091_8.138",0,0.107694664972861
"335.23726_8.425",0,0
"336.14011_1.017",0,0
"337.16049_1.144",0,0
"337.25282_8.502",0,0
"338.08383_1.132",0,0
"338.08384_1.142",0,0
"338.16275_7.127",0,0
"338.1931_7.244",0,0
"338.19312_7.232",0,0
"339.23259_8.229",0,0
"340.18679_6.537",0,0
"341.18044_4.87",0,0
"341.24806_8.494",0,0
"342.13958_0.883",0,0.0264256270344682
"342.17718_0.869",0,0
"342.23891_5.426",0,0
"342.23901_6.641",0,-0.0336006887502932
"343.02556_0.912",0,0
"343.16653_7.326",0,0
"343.17464_7.796",0,0
"343.1875_3.096",0,-0.00568274066047354
"343.19779_3.386",0,0
"343.19782_1.224",0,0
"343.19796_1.191",0,0
"344.1819_1.197",0,0
"344.22811_5.073",0,0.0115732084717889
"344.25483_7.434",0,-0.0715516378479312
"345.14021_1.108",0,0
"345.15215_4.181",0,0
"345.15222_4.18",0,0
"345.18134_7.883",0,0
"345.18881_7.299",0,0
"345.20651_7.801",0,0.00112502489606567
"345.22715_7.989",0,0
"345.24265_8.275",0,0
"345.24266_8.538",0,0
"345.27976_8.523",0,0
"346.13951_7.31",0,0
"346.25895_7.493",0,0
"346.90849_0.806",0,0
"347.13053_5.352",0,0
"347.15748_7.411",0,0
"347.15763_6.888",0,0
"347.15875_7.41",0,0
"347.22201_7.965",0,0
"347.22898_1.004",0,0
"348.09004_1.315",0,0.125528231391949
"348.94123_0.805",0,0
"348.98997_8.352",0,0
"349.18342_5.072",0,0
"349.18399_7.24",0,0.00461071069115923
"349.20035_8.425",0,0
"350.16793_0.766",0,0
"350.67936_4.567",0,0
"352.19806_1.031",0,0
"353.19208_1.229",0,0
"353.19286_7.093",0,-0.0446926420280317
"353.24771_8.424",0,0
"353.24838_8.17",0,0
"353.24868_7.925",0,-0.004996849211983
"354.20075_7.454",0,-0.0465100477164734
"354.20236_7.285",0,0
"354.20252_7.076",0,-0.0769978179781273
"355.22783_8.123",0,0
"355.26317_8.092",0,0
"355.26323_8.501",0,0
"355.26324_8.499",0,0
"355.2633_8.067",0,0.00362861843742394
"357.24374_8.234",0,0
"357.27981_8.137",0,-0.0138412787308442
"358.2226_7.772",0,0
"358.99947_0.922",0,0
"359.1641_0.89",0,0
"359.1679_7.311",0,0
"359.16795_7.232",0,0
"359.1812_1.181",0,0
"359.25838_8.538",0,0
"359.25913_8.268",0,0
"360.17546_7.236",0,0.0586966975997734
"360.19179_5.997",0,0
"360.20553_7.324",0,0
"360.22052_7.76",0,0
"360.67722_7.24",0,0.0220891194208442
"361.23739_8.289",0,0
"362.16655_1.004",0,0
"362.19042_7.382",0,0
"362.20746_5.426",0,-0.0314724388181233
"362.23636_7.858",0,0
"362.88596_0.808",0,0
"362.92629_0.907",0,0
"363.16256_4.861",0,0
"363.25273_8.313",0,0
"364.14259_6.972",0,0
"364.18651_7.634",0,-0.0152488037493025
"365.10555_1.127",0,0
"365.10564_1.272",0,0
"367.1736_7.999",0,0
"367.19604_4.84",0,0.0195461712504156
"368.21797_7.216",0,-0.015754695836561
"369.15047_1.132",0,0
"369.24354_8.148",0,0
"369.24356_8.3",0,0
"371.18333_8.072",0,0
"371.19931_7.32",0,0
"371.22774_5.633",0,0
"371.25829_8.457",0,0
"371.25838_7.955",0,0
"371.25849_8.143",0,0
"373.23834_8.132",0,0
"373.27381_8.055",0,0.0218513005322162
"373.27381_8.504",0,0
"373.27388_8.27",0,-0.0419704942857786
"374.23928_1.005",0,0
"374.97351_0.927",0,0
"375.10439_6.862",0,0
"375.1046_7.065",0,0
"375.25334_8.258",0,0
"376.18395_7.072",0,-0.0973003338934198
"376.22216_7.164",0,-0.052225710294227
"376.24838_6.947",0,0.0289353927274593
"377.12081_7.411",0,0
"377.14531_6.276",0,0
"377.26802_8.337",0,0
"378.20243_3.795",0,-0.0683086234643618
"378.90026_0.918",0,0
"379.21136_7.705",0,0
"379.711_7.307",0,0
"380.09544_0.917",0,0.00763088210319876
"380.11764_1.292",0,0
"380.11805_1.285",0,0
"380.21806_6.26",0,0
"382.18914_7.322",0,0.00554593007241767
"382.22027_7.4",0,0
"382.25953_7.826",0,-0.00795825151326682
"384.15005_1.127",0,0
"384.20434_7.448",0,0
"385.20673_5.416",0,0
"385.21316_7.595",0,0
"385.22139_8.542",0,0
"386.29032_8.011",0,0
"387.1628_7.662",0,0
"387.25335_8.143",0,0
"387.25339_8.176",0,0
"387.25342_8.306",0,0
"387.25466_7.953",0,0
"387.2891_8.534",0,0
"388.18556_7.399",0,-0.0511696968839954
"388.20861_6.932",0,0
"388.25422_5.633",0,0
"388.25828_7.411",0,-0.0117460277741138
"389.17841_4.818",0,0.0280777295065821
"389.26864_8.491",0,0
"389.26877_8.124",0,0
"391.1942_7.051",0,0
"391.24835_8.022",0,0
"391.28422_8.312",0,0.0204613588986564
"391.28427_8.071",0,0.00511696579433378
"391.28431_8.536",0,0
"392.1811_4.531",0,0
"393.15166_6.212",0,0
"393.20943_5.631",0,0
"394.18231_0.989",0,0
"394.19544_4.69",0,0
"394.87438_0.925",0,0
"395.03908_0.902",0,0
"395.29519_8.222",0,0
"396.16177_0.964",0,0
"396.24943_7.082",0,0
"398.17077_7.568",0,-0.088009013831405
"399.23643_8.045",0,0
"401.2149_8.083",0,0
"402.24245_7.009",0,0.0304053457316601
"402.24889_8.158",0,0.0275938557298792
"402.2851_7.736",0,-0.0169797890346844
"403.17104_1.207",0,0
"403.19422_7.413",0,0
"403.28419_8.439",0,0
"404.1782_7.631",0,-0.0806709350121766
"404.20043_7.405",0,0
"405.05085_1.104",0,0
"405.11513_7.27",0,0
"405.26359_8.35",0,0
"405.26368_8.147",0,0
"405.29985_8.545",0,0
"406.13201_1.225",0,0.0551568289633515
"406.29483_7.545",0,0
"407.18892_5.407",0,0
"407.18899_5.669",0,0
"407.27894_8.137",0,0
"407.27917_8.461",0,0
"407.27923_8.128",0,0.0197443875213273
"408.31085_8.323",0,0
"408.31105_7.703",0,0
"409.25848_8.074",0,-0.0616314390960593
"410.17707_0.977",0,0
"410.18726_7.658",0,0
"410.29037_7.992",0,-0.0530807190747724
"411.22248_5.4",0,0.0463510777401952
"413.2389_7.245",0,0
"413.23892_7.243",0,0
"413.26729_8.326",0,0
"413.30498_8.221",0,0
"414.21669_7.43",0,0
"415.22449_7.448",0,0
"415.25394_6.094",0,0
"416.13981_1.122",0,0
"416.73191_5.311",0,0
"417.17606_7.175",0,-0.0215389972633305
"417.20333_7.802",0,0
"417.20985_7.674",0,0
"419.18743_1.045",0,0
"419.18862_1.048",0,0
"419.27913_8.18",0,0
"421.25812_8.024",0,0.0217121416963555
"421.2945_8.47",0,0.0102998733561205
"422.21347_1.191",0,0
"423.19714_1.52",0,-0.0252490139682214
"423.27358_8.008",0,0
"423.27384_8.508",0,-0.035988526298494
"423.30938_8.561",0,0
"423.73742_7.461",0,0.0149239153778384
"424.18947_7.507",0,0
"424.19273_0.98",0,0
"424.30562_8.556",0,0
"425.21493_7.47",0,0
"425.27572_6.096",0,-0.0465865182520121
"426.21503_7.464",0,0
"426.32158_8.547",0,0
"427.15178_0.89",0,0
"427.16279_7.741",0,0
"428.72435_5.717",0,0
"429.23351_5.889",0,0
"429.24613_2.916",0,-0.100060663857614
"429.24666_8.016",0,0
"429.26145_8.543",0,0
"429.29946_8.338",0,0
"430.70967_5.426",0,0
"430.70982_6.391",0,0
"430.71016_5.809",0,-0.0378567656085461
"430.914_0.909",0,0
"431.2257_7.905",0,0
"431.27701_8.515",0,0
"431.31365_8.47",0,0
"431.3155_8.217",0,-0.0203896424471592
"432.24101_8.005",0,-0.112124034934544
"432.28069_6.081",0,0
"433.20473_5.395",0,0
"433.24474_6.98",0,-0.040736151224163
"433.33131_7.672",0,0
"434.18926_1.765",0,0
"434.18934_1.192",0,0.0360492777753038
"434.2247_0.915",0,0
"434.22472_1.012",0,0
"434.22495_0.965",0,0
"435.22069_7.244",0,0
"435.25117_7.312",0,0
"436.22924_1.242",0,-0.0452236919102662
"437.12679_1.118",-0.118993544002809,0
"437.23595_6.04",0,0
"437.71155_4.738",0,0
"438.16303_7.565",0,-0.0935623306049042
"439.16436_5.083",0,-0.00120373755222952
"439.2917_7.011",0,0
"441.20798_1.36",0,0
"441.20818_1.237",0,0
"441.24532_7.601",0,0
"441.28435_8.496",0,0
"441.30747_7.474",0,-0.0441087401844354
"442.25494_7.576",0,0
"442.27018_5.118",0,-0.024279181237828
"442.27028_5.518",0,0
"443.18838_7.506",0,0
"443.26154_8.075",0,0
"444.11703_1.137",0,0
"444.20789_0.931",0,0
"444.20791_0.934",0,0
"444.2265_7.483",0,0
"445.19762_7.627",0,0
"445.2338_7.459",0,0
"445.24149_8.065",0,0
"446.88789_0.916",0,0
"447.22018_7.515",0,-0.033752558865222
"447.27235_8.461",0,0.00590784802871469
"451.21527_5.895",0,0
"452.31201_7.633",0,-0.000665369308819801
"453.34353_7.449",0,0
"454.75592_7.307",0,0
"455.24938_5.907",0,0
"456.33194_8.096",0,-0.028222628705687
"457.23515_7.315",0,0
"457.26557_7.37",0,0
"457.26658_6.957",0,0
"458.18667_1.156",0,0
"459.22369_7.606",0,-0.00282448269044346
"459.28082_6.501",0,0
"460.20226_1.168",0,0
"461.23618_7.743",0,0
"461.23844_7.725",0,0
"461.28912_8.421",0,0
"462.2892_7.367",0,0
"463.02664_0.901",0,0
"465.16952_1.258",0,0
"466.29133_7.499",0,0
"468.24987_7.201",0,0
"468.3071_7.471",0,-0.0447053568356494
"470.22874_8.124",0,0
"470.24521_8.026",0,0
"470.26637_7.253",0,0
"471.21896_0.87",0,0
"471.25776_8.11",0,0
"471.76141_7.098",0,0
"472.24536_7.926",0,0
"473.2594_6.308",0,0
"475.22251_6.353",0,0
"475.25203_7.929",0,0
"475.32556_7.454",0,-0.000212874782090748
"476.16124_1.108",0,-0.0662660684265603
"476.30678_6.498",0,0
"476.76985_7.377",0,0
"477.10002_1.565",0,0
"477.23111_5.9",0,0
"477.23457_7.597",0,0
"477.283_8.411",0,0
"479.24596_7.38",0,0
"479.24936_7.366",0,0
"479.27752_7.412",0,0
"481.26222_6.494",0,0
"482.19825_1.039",0,0
"483.18363_7.496",0,0
"484.24451_8.026",0,0
"484.30208_7.299",0,0
"485.27268_7.964",0,0
"486.2237_7.81",0,0
"489.23085_7.902",0,0
"490.17692_1.105",0,-0.060410130984127
"490.28623_6.286",0,0
"495.24181_6.323",0,0.010025789081643
"495.31879_7.977",0,0
"497.13411_6.29",0,-0.0412125249136639
"498.78192_7.426",0,0.0395773745348194
"499.27559_6.335",0,0
"499.76838_7.458",0,0
"501.25981_7.419",0,0
"501.29163_7.471",0,0
"503.30678_6.84",0,0.0326542436589093
"505.24381_7.908",0,0
"507.26_7.727",0,0
"509.17442_0.916",0,0
"509.19915_7.881",0,0
"511.25544_8.538",0,0.0532090090469162
"513.34078_8.557",0,0.0261989669067616
"514.36044_7.4",0,0
"517.28521_6.687",0,0
"519.27767_7.951",0,0
"520.79405_7.468",0,0
"520.79625_7.467",0,0
"521.25759_6.342",0,0
"521.3095_8.533",0,0.0255710495005698
"521.3594_7.559",0,0
"521.58191_6.951",0,0
"523.27276_7.466",0,0
"523.30563_7.514",0,0
"523.33729_8.133",0,-0.0292627656808477
"523.3746_7.824",0,0
"523.37508_7.571",0,0
"524.34484_7.415",0,0
"525.28898_6.848",0,0.0419085984901201
"527.15825_1.119",0,-0.00963514133654494
"527.16154_2.538",0,0.0286632705386944
"527.25215_0.886",0,0
"528.78295_7.234",-0.0240994226762708,0
"531.01415_0.904",0,0
"531.20314_1.111",0,0
"535.37472_7.525",0,0
"536.32208_8.159",0,0
"537.39026_7.795",0,0
"537.3903_7.555",0,0
"538.33699_8.189",0,0
"539.77358_7.232",0,0
"542.80786_7.503",0,0
"542.81021_7.501",0,0
"543.27765_7.964",0,0.010227535379411
"543.3018_6.704",0,0
"543.31438_8.4",0,0
"543.66355_7.062",0,0
"544.33887_7.63",0,0
"545.28507_7.501",0,0
"546.20314_1.105",0,0
"546.35434_7.636",0,0
"546.35454_7.886",0,-0.0211750706758586
"547.33322_7.051",0,0
"548.18293_1.112",0,0
"554.41873_8.583",0,0
"555.31168_8.071",0,-0.045878355686751
"560.306_7.494",0,-0.0918742313250199
"560.32837_6.693",0,0
"561.30931_7.021",0,0
"562.19827_1.104",0,0
"564.82226_7.529",0,0
"565.2838_6.712",0,0
"566.17773_7.119",0,0
"567.29687_7.539",0,0
"569.25508_8.092",0,0.0071773044325874
"571.30912_4.091",0,0
"572.29896_7.178",0,0
"579.26241_6.521",0,0
"583.29457_6.955",0,0
"586.8346_7.569",0,0
"587.2871_7.287",0,0
"587.32834_6.97",0,0
"589.28699_7.42",0,0
"589.30266_7.722",0,0
"589.30267_7.302",0,0
"589.30779_7.552",0,0
"591.31741_8.448",0,-0.0296038529881456
"591.31804_7.953",0,0
"591.31811_8.138",0,0
"591.31833_7.322",0,0.0141590584147548
"593.33315_7.375",0,0.0150387032516919
"593.33342_8.441",0,0
"593.41482_8.543",0,0
"595.34663_7.365",0,0
"595.34791_8.465",0,0
"595.34828_7.383",-0.0098095812435256,0
"604.3532_6.952",0,0.123554540772721
"605.29569_8.129",0,0
"607.31232_8.142",0,0
"607.31335_7.231",-0.401503272602186,0
"609.30983_6.968",0,0
"609.32851_8.082",0,0
"611.26834_7.421",0,-0.0104964039327633
"611.32158_7.579",0,0
"611.3441_8.127",0,0
"613.29801_7.312",0,0
"618.31472_7.578",0,0
"620.27489_7.378",0,0
"625.2675_0.996",0,0
"625.32424_7.098",0,0
"628.33081_5.169",0,0
"630.86062_7.611",0,0.0101062585494802
"631.35295_7.133",0,0
"633.33222_7.615",0,0
"635.34036_6.869",0,-0.00875353511482374
"635.38365_7.291",0,0
"642.86965_7.005",0,0
"653.33612_7.123",0,0
"653.33649_7.131",0,0
"655.2769_8.41",0,0
"655.34794_7.632",0,0
"657.36716_7.281",0,0.0112257334815606
"671.27521_7.383",0,0
"671.61894_8.405",0,0
"673.29021_7.46",0,0
"687.26958_7.349",0,0
"689.28526_7.413",0,0
"692.40441_7.233",0,0.0037245395655537
"697.36241_7.236",0,0
"698.32189_7.77",0,0
"698.32208_7.774",0,0
"708.25512_1.087",0,0
"741.38756_7.314",0,0
