calculated_mw,mz_ratio,rt_min,reference_ion,A_01,A_02,A_03,A_04,A_05,A_06,A_07,A_08,A_09,A_10,A_11,A_12,A_13,A_14,A_15,A_16,A_17,A_18,A_19,A_20,A_21,A_22,A_23,A_24,A_25,A_26,A_27,A_28,A_29,A_30,A_31,A_32,A_33,A_34,A_35,B_36,B_37,B_38,B_39,B_40,B_41,B_42,B_43,B_44,B_45,B_46,B_47,B_48,B_49,B_50,B_51,B_52,B_53,B_54,B_55,B_56,B_57,B_58
251.13752,252.14467,0.997,[M+H]+1,1290759.548,486324.6451,785099.1735,785790.5377,683877.1844,638776.9532,738739.8659,388670.7561,1035181.83,665297.8894,372851.6561,747233.6594,492866.6597,1239957.788,508054.7694,604302.7957,494625.6823,220031.0685,1533411.96,966450.1494,556697.9532,733025.8424,505829.9146,843541.9274,528280.3278,1109631.195,661577.4145,471929.4671,307038.9574,431340.3944,229862.2891,352166.0728,260980.6826,368612.7899,401590.031,312892.951,356050.1237,279846.3402,689187.323,581004.6691,540560.0524,366612.988,323600.0518,351342.664,543864.7398,382397.3108,539880.8624,308734.0747,271520.7143,393650.7021,659197.9681,351630.0955,659836.4009,1079896.899,1197081.027,1380810.332,433617.8483,1121769.301
122.04827,123.05555,0.998,[M+H]+1,8257531.661,51674375.01,39939600.18,4528031.496,7753519.179,6784296.846,10256278.79,8017367.917,8171368.549,11334394.1,2779585.565,2873144.194,3978117.032,4270961.933,9552640.376,57159245.72,1907596.648,1396055.703,4875772.399,6205934.363,5191244.309,3647953.911,6868932.267,13880277.44,12059945.12,8204754.696,3271131.725,2286533.618,3214111.052,5016752.21,3818972.457,910914.5836,37041638.1,2197537.319,2105202.82,1614639.162,11069038.9,4576702.469,1324584.891,4011283.493,5165428.71,3220614.919,1345576.259,5777227.807,3658705.856,4432403.882,10526131.17,11796011.6,6141607.523,5007200.434,1684628.291,1628392.022,3022416.711,3405679.301,4332445.828,4375801.494,1677836.235,5594734.088
207.11111,249.14456,0.998,[M+ACN+H]+1,1307980.376,492813.0055,795573.6712,999563.6248,536956.2371,446854.0175,424517.3259,393856.255,815990.072,762320.9506,309596.4356,757202.9697,784379.5961,1279750.799,514833.0449,612365.1762,878138.5861,291663.0564,1396465.274,1867448.186,564125.2078,742805.5973,575245.742,1091757.293,535328.4452,1544206.45,741578.4657,457563.3246,353107.3437,437095.1756,232929.0252,423867.7029,264462.5886,493818.053,967087.5101,317067.451,360800.4105,202986.1367,751124.5864,469532.5797,547772.0012,371504.2006,337781.0491,356030.1456,641982.7298,387499.1118,763953.6255,395252.1501,275143.2415,398902.6416,514553.0366,356321.4119,679996.0572,1618431.229,1967099.766,1069759.304,741795.6896,426391.8766
99.06896,100.07624,0.999,[M+H]+1,846190640.5,185694434.1,384170916.1,24723236.11,10279583.91,74497808.39,12002109.77,118335266,11485999.16,325440346.5,16450986.63,505477509.1,11512832.09,12946376.83,266079274.7,390121810.8,15660277.42,21546000.83,19117791.42,16867141.44,336133139.5,649506246.8,13236646.11,795717513.5,365353894.4,16688514.24,14426118.99,8645345.5,9410761.522,236581483.1,135479949,10095654.79,79769193.8,8231528.996,86926428,131223259,200884084.1,23398183,9409285.929,10696044.78,325651075.3,164604411.9,161901893.2,144507336.3,21398896.24,208502399.9,5765674.659,17179951.43,54363047.36,232267052.2,11194133.23,225371689.4,15181899.4,12834103.08,13815663.64,18351568.97,12181792.1,12791733.92
58.04266,59.05,1,[M+H]+1,19577480.7,10656403.48,14735152.72,9980751.744,7665651.382,6200943.786,7191095.759,13470903.64,7601227.06,13976388.62,7898233.195,12704192.82,8071960.094,6825288.957,9390238.621,17774652.91,9036534.147,11657954.2,10069433,11165171.98,10676025.33,25547101.63,9337855.562,15488260.96,19520060.28,5662585.96,9060965.392,24917364.74,9053631.78,15305866.02,58532218.41,8031603.226,12581636.26,7591976.971,4581083.168,8741686.804,8043653.549,8610702.263,8462864.054,7764765.499,10016564.06,48571718.7,7371403.893,12920409.27,7528737.876,9695023.96,5519843.485,41793130.17,8330472.748,21862716.98,7427705.908,21977658.01,8847638.593,9045616.04,5414510.817,5807292.244,6988320.007,4523475.045
255.06226,256.06954,1,[M+H]+1,1040219.426,881207.7875,632709.177,1210917.254,1111376.191,355377.0668,739120.0385,313228.65,1876375.422,536161.6651,283465.6736,602193.4676,363867.3157,2326153.28,409439.8846,487005.8936,473557.2604,799933.1932,1812540.994,2769959.73,448641.2873,590743.4285,372528.1146,868260.0785,425739.6043,1756151.824,1064505.315,515753.8424,480490.3271,347615.9894,256973.5333,939436.8893,553194.7029,712550.5192,323640.2566,252159.5337,738502.9224,266785.017,522616.8807,490910.3361,435635.7992,295452.3578,260788.3557,283146.0474,1691241.278,308172.8984,435088.4419,212204.4817,218817.7666,317241.9742,789332.6287,283377.6876,1291025.24,4000436.379,786518.5204,1347101.504,1383637.438,1634390.16
117.07937,118.08659,1.001,[M+H]+1,4295840127,950215401.6,2010887022,72492507.43,41327375.76,390278243.8,41413561.2,629848747.2,61805929.38,1727702998,91652099.06,2620835996,62231557.04,56073214.41,1404825091,2044254366,80295176.72,126001105.5,61970110.53,58789282.51,1764329156,3317047230,74377612.88,4041630080,1899809339,48773626.1,71414771.49,41840442.37,57677484.67,1270831701,756296805.6,56460018.77,436964235.9,49159402.42,467226587.4,718965902.4,1074915606,112965445.7,55396134.04,45666455.3,1740587668,883435265.3,854959491.2,768812630.9,103668243.4,1110091743,17219935.22,74120686.64,302765053.4,1227153899,65333759.58,1204707960,81781763.98,63488880.35,61563280.8,68843428.98,47379251.73,64160867.33
166.08475,167.09214,1.001,[M+H]+1,1288636.604,5588284.696,3057977.156,360059.0969,244921.3384,440245.4763,362555.9012,1827597.804,192263.4035,664203.6577,372238.4179,746004.6659,397451.2549,245839.2301,507219.1593,603308.8841,184655.7883,219669.178,236429.7158,1379339.157,555782.3385,731820.2169,243809.1039,1075611.252,1750746.612,1170326.873,237165.3576,576978.5459,248286.6051,430630.9583,920937.2374,226619.3007,681560.1902,315348.1388,400929.526,312378.3283,482237.6438,771639.4571,157798.2489,175820.3222,623604.8113,1086500.216,323067.8189,525735.9864,276800.0341,381768.3726,538992.9071,901070.9519,803096.8987,393003.2552,228353.8395,537341.4863,494998.8229,352475.504,347650.1259,870266.7709,300577.5275,676398.6284
202.14326,203.15035,1.001,[M+H]+1,106559621,94205700.4,100931110.9,26843729.53,12301702.74,31438534.05,17698199.74,54009822.3,30406441.53,110672232.8,14798807.36,62794120.66,10339365.89,8326624.963,65970283.01,48453412.67,6235549.773,9416431.481,17074725.63,10619617.38,63316443.46,55707920.71,16399404.79,137925735.5,94736002.68,20864603.69,15456952.62,5220320.204,5930083.558,47857397.35,21534195.98,3493477.2,12650224.34,5886889.653,45480303.18,86257311.99,43667616.41,12896713.82,13010809.7,9612713.93,48766846.83,39990311.64,32921355.45,37984976.89,10087251.33,15491247.21,67520350.06,17899773.17,25523562.21,29015848.84,8476427.769,33417113.21,15596883.93,12295625.21,17162592.87,27623179.22,10083967.23,18000925.87
215.09051,216.09791,1.001,[M+H]+1,1048355.253,1165420.135,2055427.904,2509399.985,3521048.025,4262891.227,2375779.218,1128222.511,4483659.551,3020107.446,1029820.822,1057520.126,2104373.121,3198372.134,1350574.125,4702296.185,1307481.011,948619.35,6219165.997,7093033.581,685691.7695,1299643.053,2078555.791,2135577.084,1058806.212,4101656.376,2330418.273,3765911.068,1524420.6,1152441.519,186694.2131,1262805.571,852196.2896,1435090.498,1236346.325,438518.3549,958755.5068,1702896.609,1846870.26,1990295.168,669886.9237,962850.9519,782103.8826,857063.9963,2025455.618,429641.2084,2758210.192,2141382.781,669330.6036,480813.5741,1393291.991,450548.6017,3542791.821,1661899.475,2519143.99,6417830.974,1534860.954,6635939.929
241.04627,242.05354,1.001,[M+H]+1,916537.5211,277480.6466,419991.2558,310785.1088,905750.2294,546380.2638,595073.978,292865.5587,779672.8662,753426.695,343916.617,432647.0331,582979.9046,516907.5559,293873.5364,1827303.169,390004.3381,267211.4838,1238226.583,1722156.464,314147.6484,709203.8424,407291.1442,2144516.576,339024.1991,585998.422,206526.3302,792238.7343,243379.9921,268546.9145,137296.8938,182911.863,123353.4443,224418.7232,228666.2974,174828.0437,205676.6675,297844.2764,392087.9257,339808.1097,310763.2662,205213.968,242538.1901,187460.4117,328291.9133,216793.8743,220464.5828,623270.5703,234741.6065,237756.5978,100470.3509,211290.4338,783198.8938,368021.3274,650517.7987,1411019.051,121161.2306,1992589.171
304.13818,305.14538,1.001,[M+H]+1,26120243.23,755969.9217,639224.053,595282.7855,1443344.526,1019959.908,295677.6171,390756.7493,1340184.029,1361839.181,417328.4903,351150.2512,225292.9611,838804.7607,413655.8028,492020.4929,150593.5589,179148.2607,376956.6123,2679724.884,453260.8542,2279049.101,953312.9812,1779024.666,515577.0073,326085.0835,978200.3922,589132.0374,655729.1612,544232.8095,187152.7942,184816.3403,212489.2438,257177.9577,326972.7137,254755.9685,289894.3355,288607.9448,536754.1642,384127.1277,440121.4513,298494.5699,263473.6396,286061.5439,225740.5664,311346.0912,439568.4579,214389.5075,221070.8881,320508.5495,186230.9202,286295.5693,312647.5114,3321451.826,404630.5451,827887.7054,245131.9832,342595.4797
306.179,307.18628,1.001,[M+H]+1,88430834.04,8913366.48,2032138.087,207266.4656,310029.0425,2856248.735,160438.3344,1182227.791,137810.8653,2100777.591,370450.5393,32526450.52,130344.5852,119810.3647,7635693.464,1616845.798,92329.88445,105992.0487,119586.4018,168123.9285,18572116.82,780925.7827,128013.4666,6268200.459,8547249.813,294295.5695,113947.0136,128678.2769,118699.2061,3479492.266,159426.3561,112342.028,964755.5565,144231.0226,2708327.639,203006.7629,3584521.261,319485.7844,79880.83471,87436.73858,45500946.15,1453749.712,3808998.065,1212720.035,145272.6945,67370812.46,21648717.61,784456.3157,797577.7292,53117616.08,111131.8043,341918.5259,206609.3548,171901.8438,156225.5735,210686.1944,140689.9528,199117.9701
81.05849,82.06583,1.002,[M+H]+1,24556260.74,4348889.509,9504212.454,683433.9087,527113.5753,1840104.741,714608.5774,3045508.532,746636.2516,8175866.194,504131.7413,12278729.68,661926.6925,548266.7535,1010131.803,9345505.23,680187.907,737526.985,710319.7598,615666.4198,7978301.213,16316126.19,739566.5037,19785540.3,10118275.33,790446.3626,727727.8959,1378369.095,413535.234,6651409.454,3556219.822,403047.2701,2050199.545,290255.9311,2111743.702,3440363.997,5071733.372,645779.2642,499546.0781,413975.9303,9108392.447,4116237.663,3925331.15,3789426.09,703863.35,5172210.865,462788.9474,597031.1912,1680489.859,6212421.488,315494.5858,5573913.158,542144.4887,602191.6594,717445.1144,613872.3194,548879.2184,550890.9369
82.04257,83.04985,1.002,[M+H]+1,46620975.95,10583601.86,22861769.46,2059206.802,42669730.75,4530082.159,2692050.86,7037162.057,1630962.326,16547408.63,1753551.639,28312564.22,2137395.827,2179699.967,13394718.53,20484958.32,2309492.304,2708648.828,3021115.342,1477947.563,18443369.15,39920985.43,3025156.341,43496509.45,19494002.21,16816921.29,1506567.192,11121860.66,4158347.483,12538275.12,8374567.558,11906328.01,5732417.563,4473295.021,4959766.362,12175919.93,15142924.92,15826922.88,16080050.87,4555684.74,24167771.03,9033439.902,9691469.965,7732024.518,1950328.521,11324136.12,705250.7046,1632097.776,3909802.908,11977503.07,2268052.133,14804253.07,13001070.55,1439065.895,15642419.59,1487294.672,1183502.496,1197619.412
100.05281,118.0866,1.002,[M+NH4]+1,4295840127,950215401.6,2010887022,72492507.43,41327375.76,390278243.8,41413561.2,629848747.2,61805929.38,1727702998,91652099.06,2620835996,62231557.04,56073214.41,1404825091,2044254366,80295176.72,126001105.5,61970110.53,58789282.51,1764329156,3317047230,74377612.88,4041630080,1899809339,48773626.1,71414771.49,41840442.37,57677484.67,1270831701,756296805.6,56460018.77,436964235.9,49159402.42,467226587.4,718965902.4,1074915606,112965445.7,55396134.04,45666455.3,1740587668,883435265.3,854959491.2,768812630.9,103668243.4,1110091743,17219935.22,74120686.64,302765053.4,1227153899,65333759.58,1204707960,81781763.98,63488880.35,61563280.8,68843428.98,47379251.73,64160867.33
185.11659,186.12426,1.002,[M+H]+1,1414875.581,533088.3399,860592.2388,1020648.898,486882.2903,483373.3358,567493.6563,426044.3106,632276.6583,1240803.752,408704.0877,819085.6767,543496.1017,774526.5597,556907.9757,662410.9583,627976.2137,178406.7077,745042.1,1178377.615,610228.5598,691835.8733,338587.7768,1505635.384,579078.3705,998030.1775,511419.1301,404512.8152,161368.8816,255813.9951,251965.2404,248819.6546,286075.8965,396697.0401,364736.6796,342979.9117,390286.9643,219575.2576,446117.9607,336349.9478,592538.881,401865.5258,354716.5791,385126.8476,829784.7072,419167.6273,591794.3818,288634.2361,297629.4299,155821.9477,252974.4681,385441.9178,420919.7393,1303648.532,943210.6448,877800.2397,617464.1533,727165.8264
234.08523,235.0925,1.002,[M+H]+1,16357332.67,5061510.86,10301254.47,17508640.69,33482019.01,11726419.75,17516566.77,4195015.963,34356869.8,14748828.52,22028375.77,11060193.61,14210046.45,38648936.2,7778505.81,21978782.64,11947811.86,19569201.19,41118084.41,49891231.11,6041043.429,25025106.77,18040243.28,32136243.18,6921578.113,26579035.46,20476424.53,21229813.08,12921312.98,4809317.372,959862.3287,23615436.46,9259347.595,13540595.48,11199748.6,2622988.235,5429957.73,11321424.13,19279903.16,14675295.54,3721190.296,3144569.368,4579922.974,4144405.596,31997556.11,2561448.453,5285120.039,7316479.513,2919809.949,1919443.317,15296456.48,3428281.086,37470924.54,60941509.89,16688860.7,24681220.48,29522933,37145562.9
321.11749,322.12469,1.002,[M+H]+1,1079773.162,406830.4591,656767.5738,301700.3771,586175.4287,368890.0721,303792.497,325138.9864,1300147.765,556548.8991,311905.6622,625091.5223,325188.9898,785407.7393,425008.597,505524.0081,154726.603,488853.7,974736.8375,2129409.875,465700.6101,613206.1022,212569.3101,901275.1607,441928.104,352378.6576,807533.8582,206283.665,669965.8467,360833.8843,192289.2075,353694.7733,218321.0166,264236.2135,335946.4883,261747.7527,297850.4931,167570.5435,132222.1591,147323.1977,452200.5959,306686.7611,270704.6805,293912.5104,240923.4539,319890.9927,451632.4257,220273.4331,227138.1843,329304.9149,191342.0327,294152.9586,427707.3892,423619.8038,291302.6639,367473.0613,309383.8161,351998.0216
54.04781,55.0551,1.003,[M+H]+1,47223518.33,10894664.64,24800352.34,1953374.712,2056693.852,6146921.042,1694809.197,9112833.398,3124194.544,18679307.8,1541468.219,30312983.51,2330900.684,1737457.46,17709005.35,24727129.86,2470335.484,2240645.523,2409630.242,2622819.25,20929927.89,39814982.67,3075623.224,46196622.27,25625410.63,1872586.981,2857527.707,2661285.252,2546325.266,16012979.27,11100834.28,2388924.095,7829462.616,2676499.921,5802819.515,9746728.255,14558970.1,2627996.964,2493365.478,2346828.873,20620264.27,12160476.75,11401722.83,10329165.78,2821677.33,13509534.01,2930923.221,13147561.43,4834959.139,16310565.17,2400788.226,15071364.84,1410897.907,2105602.641,2837495.685,1810278.623,2053086.294,1835154.145
133.07395,134.08127,1.003,[M+H]+1,3313814.167,6180490.537,2317277.105,4785302.825,1623737.73,4194883.534,1155192.328,5604296.178,1582406.905,20768293.54,3423156.663,1250540.905,3639517.418,1250776.699,1223763.056,3304242.111,2071127.749,2048132.855,3151971.661,2548891.108,2091341.964,2107183.832,2647707.959,5488892.967,4157281.479,2582968.499,4614706.368,4444532.696,1393376.467,4694139.629,1725295.999,2229915.14,1811922.022,1917617.965,5687840.041,2651052.747,1291886.789,2680508.325,3894087.984,785853.7342,8100290.27,7085976.407,3521327.933,1137061.538,3462343.928,1729914.424,983900.6135,5442346.604,3256665.841,2761016.295,1419593.421,3571171.669,2409341.33,1450324.973,2259286.13,7753855.639,3973290.653,3327359.237
173.11084,347.22898,1.004,[2M+H]+1,929265.4258,356506.2268,565221.864,259646.8771,440912.4792,317471.1153,261447.38,297277.2784,244698.512,619768.2613,268429.6649,537961.0832,199211.0698,331633.443,365767.3749,1015089.095,133159.5262,158408.485,716841.4743,665963.6106,400787.3979,527732.3515,182939.6372,7562407.935,1494752.307,288334.611,171025.3816,297738.4852,179045.1684,310537.8658,165486.3435,163420.378,187889.6232,227404.7792,289119.4814,225263.1807,256333.6218,144213.1718,113791.9383,126788.0689,389169.1276,263938.2176,232971.6177,252944.5478,199606.8563,275301.9339,388680.1536,189569.8957,195477.781,283403.6656,164671.1937,253151.4804,276452.6903,254178.1742,250698.4833,596544.7705,216753.3524,302933.6189
320.13287,362.16655,1.004,[M+ACN+H]+1,6143200.588,971194.234,776024.3459,1216964.783,695289.7232,1614886.06,1415547.115,364982.4148,300250.4976,1499000.107,607899.2296,581407.897,399650.6036,451801.0508,395307.4803,470196.1872,335698.2522,428624.2253,2101950.451,1811165.546,433155.7903,570353.0725,412115.4117,1687999.911,579191.9535,1794707.641,500863.3908,959258.9874,722715.9483,335617.5254,178851.3518,321110.4977,203063.9652,1010920.493,1001166.407,243455.8861,277035.6382,365001.5344,622665.9587,327357.1712,420599.2053,324477.3067,497285.9386,273372.8558,868037.7248,297535.8691,1541655.751,377602.6172,211264.9578,306291.9128,177970.3689,492204.8533,298779.5629,1310130.348,404129.9687,2187605.346,234258.787,327399.1443
174.10056,175.10784,1.005,[M+H]+1,7193943.272,11940029.88,6723380.605,4856127.758,3945946.133,7866939.352,4757264.695,9830481.434,4616802.262,6819565.169,2363807.016,6192505.029,2945517.814,4245983.072,5294693.103,14609289.6,2022128.116,1899973.037,5598006.101,5201342.117,7543402.057,10716133.43,3852426.965,5759521.336,8650317.653,6528078.633,4969071.226,2662509.694,2122373.353,4070669.457,3862666.865,2142731.116,3235188.596,2207864.541,5265996.345,8571211.504,8761270.877,4656415.489,3179526.617,3125163.975,4029418.659,8382286.615,4974794.648,6531264.304,3420958.923,3936529.418,9735938.377,5011412.395,5448555.313,3058825.064,3378817.838,6340249.319,5283742.249,3522343.207,5352196.831,6255334.725,3685611.799,9367912.866
172.04847,205.08197,1.005,[M+H+MeOH]+1,21850896.05,4776295.93,14074273.81,9919322.661,15379272.02,3964239.251,10637911.89,4057345.639,26750527.69,16274972.13,5826169.124,11907547.08,5107380.254,15510464.14,10526805.01,25263184.96,6291189.518,8033065.35,26003427.74,28837744.72,7088811.192,14704939.52,11179056.93,35213540.57,4842318.158,20901086.07,12672859.18,13501387.87,9495569.33,3735050.488,474980.7949,7499392.109,6576948.07,6168222.854,6486501.102,3873618.45,5207407.02,6814699.161,7790551.617,9827085.587,2895594.8,2531191.737,3274020.426,4234662.883,10795413.23,2314688.609,8278613.159,5833764.89,3753744.588,1496511.438,6702660.253,11521858.6,20397339.35,30900178.92,17512805.76,13050592.6,10566225.4,33506458.86
299.11178,317.14567,1.005,[M+NH4]+1,1018521.199,383752.3119,619511.3202,796341.8692,213899.5371,1538383.164,371504.7166,353462.8337,540868.8696,1071079.379,764330.463,601413.2126,367438.035,752776.7044,400899.2641,476847.302,316404.8373,653995.3215,651150.513,797007.9741,439282.9538,578420.9469,489052.3918,850148.7998,416858.9834,316029.0974,246193.3202,241809.5227,241487.1709,832179.2556,181381.2764,304876.2171,205936.387,292290.6719,1281345.771,586025.9108,440962.5747,158064.8205,905993.6856,398210.0847,1364666.409,289289.4348,909937.1138,277239.8251,892193.4382,796452.5201,7740801.374,352423.16,214253.3859,916775.8813,584396.2762,277466.6335,346457.8767,1351178.827,531040.6222,1028251.364,869140.132,865927.6286
158.10553,317.21821,1.005,[2M+H]+1,10865084.41,4732135.827,9430287.051,2580945.802,4620169.67,3013265.683,3604604.589,3243005.35,3379512.421,15207822.92,1801959.449,7764196.779,2163991.549,2734095.791,5719144.113,9357242.946,971796.131,687086.4094,6850927.845,7563724.505,5903751.876,9268569.736,2758731.789,29540037.17,6529402.516,3575563.523,1758712.96,3186315.85,1011092.544,2640593.897,380553.5191,423137.8709,1841010.762,879994.241,1684459.865,1262929.299,2889080.693,1920444.939,1002632.605,1842322.263,1748213.54,1175977.633,1703822.99,2052066.085,1205205.476,1043539.893,3516502.402,797760.2822,579887.2297,1551672.161,768231.0659,1343561.752,3125756.284,1366761.971,3581995.856,5632252.758,1476191.754,5396654.41
186.61609,374.23928,1.005,[2M+H]+1,1073967.165,404642.9106,653236.1004,300078.1184,584602.2199,366906.531,336125.6283,323390.6971,356667.5358,2183620.717,310228.5292,621730.3727,230231.4731,209933.1452,422723.3037,2060407.833,153894.63,183075.2623,352094.1868,754319.3173,463196.5137,1832891.708,211426.3138,6391947.051,439551.8336,333232.9991,197656.8149,331582.582,206925.4129,358893.6617,191255.2584,188867.5886,217147.0932,262815.4016,334140.0865,260340.3214,296248.9355,166669.508,131511.1937,146531.0332,449769.0898,305037.6904,269249.0873,292332.1275,230688.89,318170.9222,522042.0961,219089.0114,225916.8505,327534.2253,190313.1766,292571.2828,319500.8701,293757.8496,289736.3143,706098.413,250505.3744,350105.3099
109.01672,127.05045,1.006,[M+NH4]+1,914342.7259,445685.0818,556145.1933,623232.438,474399.8413,335613.0958,527224.8301,483231.4704,701501.549,1160054.83,570199.5614,529322.1824,648268.1719,517591.7458,359893.6637,428073.4287,697216.2921,690854.3373,674512.509,599905.0485,394351.3141,1298471.659,584301.8211,763192.1374,374220.9582,546699.6876,454315.1664,372056.7271,530964.9498,305551.063,162828.8648,520305.3441,383708.6669,392747.6588,1352933.808,221645.7698,252217.2632,399141.9662,361543.261,337228.2859,382919.617,323398.3695,229230.4201,248882.613,535746.8463,270880.9708,431191.724,335949.7993,673299.5245,278852.6,278387.5113,249086.2225,506982.7791,1665293.613,426030.7557,936504.5086,490462.5826,446648.5516
356.24254,179.12857,1.006,[M+2H]+2,2183489.118,1721444.701,3440185.164,1750203.243,5138713.455,18978107.38,1526367.901,2252854.375,2205280.104,3841608.101,1928891.424,611291.8065,1170239.674,1084500.643,910839.9721,3818332.196,1272781.474,598597.5014,2255520.471,1922418.166,1614563.907,1317595.325,6471020.269,3281017.773,1533000.173,1272279.274,1257015.111,1154251.652,692906.1562,14020697.63,188044.1709,587438.6809,3240505.148,851397.136,1165194.488,255969.3275,861077.794,1493591.568,967242.2825,852286.602,990752.3559,728732.5181,621097.4928,302880.7042,1112032.641,4243059.221,5812703.155,999862.6139,638055.2463,1252589.152,529452.1004,448751.3304,1614110.818,1392660.275,1771445.996,1438875.134,705622.9735,1087074.164
204.07472,205.08199,1.006,[M+H]+1,21850896.05,4776295.93,14074273.81,9919322.661,15379272.02,3964239.251,10637911.89,4057345.639,26750527.69,16274972.13,5826169.124,11907547.08,5107380.254,15510464.14,10526805.01,25263184.96,6291189.518,8033065.35,26003427.74,28837744.72,7088811.192,14704939.52,11179056.93,35213540.57,4842318.158,20901086.07,20493428.42,13501387.87,9495569.33,3735050.488,474980.7949,7499392.109,6576948.07,6168222.854,6486501.102,3873618.45,5207407.02,6814699.161,7790551.617,9827085.587,2895594.8,2531191.737,3274020.426,4234662.883,10795413.23,2314688.609,8278613.159,5833764.89,3753744.588,1496511.438,6702660.253,11521858.6,20397339.35,30900178.92,17512805.76,13050592.6,10566225.4,33506458.86
261.13251,262.13983,1.006,[M+H]+1,38459347.05,1143526.002,19900037.95,1647780.109,1624396.857,3466813.317,1792207.448,6730496.402,2442637.046,8335571.411,1273744.33,16666133.29,1146470.888,1741824.636,11367637.33,8247803.696,1232451.706,769527.8589,808915.2965,2462200.665,18773475.15,828495.3516,1315459.906,5678164.825,13366388.5,1847316.114,1217759.561,1088306.06,1086905.289,5691670.077,2453239.298,847087.1256,3283846.722,1067528.751,3665278.394,10502249.01,8794999.957,725718.5876,1449412.776,1455930.037,5586611.475,4702961.332,5323953.24,7570184.022,1532112.941,5989697.454,46474524.78,1474253.732,1642432.876,3040006.131,1002108.236,5889409.652,1212690.455,1779533.089,451086.121,2201788.737,1326020.509,1836197.765
216.07468,217.082,1.008,[M+H]+1,1276400.577,628604.7533,1197905.64,2062387.996,3220793.958,1172869.53,2578417.28,351983.8926,3627617.296,2034618.521,1619908.866,1401869.595,1476923.782,4855072.8,859857.3079,2109678.78,1474754.276,3278747.206,6646712.241,6345909.924,504150.9028,2797435.671,2979445.904,3488914.43,717416.9107,3808770.6,2635398.278,2321322.924,1987316.801,674670.8292,208165.4511,1614363.394,986432.4718,1056730.492,1638998.321,283358.7995,603933.388,878711.8804,3131153.731,1994491.734,489536.2681,332008.1704,954557.5708,436467.728,4583998.881,435291.9413,1224758.533,835316.9204,245891.7129,356493.7785,1286869.408,380925.4442,2793302.842,4442983.399,1650571.232,4411029.136,1961102.419,2670883.416
188.15254,189.15981,1.01,[M+H]+1,30041141.88,33241605.18,28785320.93,10399765.78,8268440.785,15573464.39,11134746.52,22471265.99,19056756.42,24938537.2,10545534.92,21380437.72,9598069.066,6889093.355,31844682.46,21588444.34,5865534.957,6795676.207,9886681.022,11918269.55,23314770.71,57072963.12,10765784.85,45556338,37713115.69,11434774.56,7181764.928,5257171.371,4537746.311,15751133.6,3834423.77,2881619.768,6538484.898,6362940.146,22870019.01,46703104.39,23055841.56,8568639.023,6696296.773,6870100.773,38574320.82,18352779.88,15923656.7,25100396.72,7043454.931,20914131.01,74518063.6,10506930.24,10825457.14,21243475.07,5937145.79,11342351.64,13372004.15,13061526.04,11224005.21,17900711.82,7144955.809,17127985.64
240.02382,241.0311,1.011,[M+H]+1,102179763.4,45757143.57,132857064.8,22990190.82,22326184.06,38118656.21,40723888.78,131782780.9,26079055.49,25136668.48,28542704.47,103001477.3,28441205.12,14583335.53,106539175.1,45900186.63,25201924.84,18725865.82,18573828.93,17149920.88,91479833.19,40893825.17,31273957.84,62550774.43,49649535.1,26573663.17,19320848.81,19671911.14,10597588.85,50338450.73,31294754.38,13006857.37,35350996.6,12704133.32,29081849.11,70586077.17,77707570.71,31160436.69,15775454.92,18893433.53,37709137.09,44359485.75,47372032.23,139804817.3,13561578.07,34898122.08,87616120.38,32358251.34,42209951.21,12867056.75,15267696.89,60254913.01,19059583.45,14169294.19,22606145.34,31292713.31,10509962.47,26895440.9
271.16438,272.17165,1.011,[M+H]+1,28498430.28,12314961.57,19669291.46,7890068.457,17515594.77,14732073.66,21885048.03,27658544.6,14697440.62,20928602.08,6281089.386,14593565.26,13975836.4,7376240.984,12063538.62,15549285.24,3581718.179,3708146.386,13285732.31,21351208.21,15458248.89,13009003.03,15020942.85,43329034.1,11638925.24,4926740.178,6200212.467,9101028.463,2636830.941,14161850.6,2752111.343,5594063.731,6656438.835,4477915.41,10186099.51,4112335.83,9959250.587,7263105.262,5126371.531,10022508.89,13981585.11,7226071.928,8171202.705,6749019.427,4409523.188,11194238.17,45007161.13,11092007.27,9148551.06,5056785.593,2616806.12,8187752.07,3902938.31,4721903.288,8102667.446,6375284.644,4591757.695,5752039.325
178.12113,179.1286,1.012,[M+H]+1,2183489.118,1721444.701,3440185.164,1750203.243,5138713.455,18978107.38,1526367.901,2252854.375,2205280.104,3841608.101,1928891.424,602887.7847,1170239.674,1084500.643,910839.9721,3818332.196,1272781.474,598597.5014,2255520.471,1922418.166,1614563.907,1317595.325,6471020.269,3281017.773,1533000.173,1272279.274,1257015.111,1154251.652,692906.1562,14020697.63,185458.9452,587438.6809,3156988.094,851397.136,1165194.488,252450.2687,861077.794,1493591.568,967242.2825,852286.602,963004.3771,728732.5181,621097.4928,302880.7042,1112032.641,4243059.221,5812703.155,999862.6139,638055.2463,1252589.152,529452.1004,448751.3304,1614110.818,1392660.275,1771445.996,1438875.134,705622.9735,1087074.164
