calculated_mw,mz_ratio,rt_min,reference_ion,A_01,A_02,A_03,A_04,A_05,A_06,A_07,A_08,A_09,A_10,A_11,A_12,A_13,A_14,A_15,A_16,A_17,A_18,A_19,A_20,A_21,A_22,A_23,A_24,A_25,A_26,A_27,A_28,A_29,A_30,A_31,A_32,A_33,A_34,A_35,B_36,B_37,B_38,B_39,B_40,B_41,B_42,B_43,B_44,B_45,B_46,B_47,B_48,B_49,B_50,B_51,B_52,B_53,B_54,B_55,B_56,B_57,B_58
147.92966,146.9224,0.322,[M-H]-1,613917.4967,389773.9435,846024.4121,834575.887,686261.6049,528933.2567,727966.4296,618041.4431,891269.73,1281828.169,891831.5863,4294244.484,684026.6916,535878.346,697289.737,668454.7799,1061676.792,792787.0796,683998.3814,1170601.718,4501802.403,513811.3041,532156.6437,784585.1518,450070.5258,520311.9109,774856.1843,513569.7617,1089009.484,696305.528,680876.5671,462999.039,3983097.601,668030.8823,669561.782,6326983.157,6365300.72,5836793.957,579090.8009,688632.8161,668699.6993,6213529.697,771650.1736,6405181.981,551043.8159,6085403.402,573911.7336,579709.1238,783785.4087,6905779.664,6452273.401,508950.8169,588846.8323,550954.3784,1153583.788,637280.2197,1780862.873,2917906.54
275.86617,274.85888,0.322,[M-H]-1,51722.33549,59379.22144,21395.39737,89008.03325,41145.14395,67180.02399,97117.02398,52041.65064,77053.66724,164406.7123,213353.8847,168851.3892,123732.1229,46512.67277,73033.65844,71850.47601,105711.2526,127631.0695,85476.92594,82250.4576,83992.72551,107773.5296,95939.35897,148610.6056,105129.5081,748460.2211,96874.98695,108813.5192,136070.1707,84336.62811,77051.97965,228140.5949,56170.78745,758051.2012,805217.0469,69535.22745,294110.0796,112924.5336,319228.8474,114186.4076,764303.5465,98706.68601,249424.6472,173857.106,781595.4383,385383.8265,674800.7471,145991.4714,137408.981,120716.8715,74390.89073,113465.2719,190280.3568,174426.0652,147413.6111,140160.591,160486.723,135772.8812
357.83757,356.83029,0.325,[M-H]-1,159828.3911,151685.5003,93361.94739,144155.849,135830.4859,57761.08379,122553.6338,133448.0697,108289.774,95306.07612,145244.5709,748829.8669,204348.2736,106496.7415,198839.7316,199867.8397,146684.2918,179706.0037,170187.3029,169247.2932,193817.8086,297294.8386,191661.1289,962564.7404,228325.5603,223775.992,175120.9185,246732.5654,296245.333,179466.846,115303.3657,1144408.531,211013.9468,173484.4876,167416.3042,167029.4393,147966.2136,187004.5897,1242363.433,174635.3327,164049.6847,133353.8087,133261.966,97748.64701,180733.4657,171404.4175,108041.6974,242830.1972,189224.6561,102720.6078,109434.4844,124125.6091,78837.10594,103416.3141,163890.2177,77083.71598,162138.7582,97413.47198
236.91626,235.90899,0.327,[M-H]-1,130160.7655,318850.805,414290.3665,255869.289,173578.6273,184712.9624,828533.858,560198.8738,766082.4065,74045.76239,895164.2427,309525.3039,852845.0798,890718.9812,857306.2564,885748.1168,737206.5752,865657.9833,424183.7459,154388.964,851683.0388,903901.2109,929348.816,883027.424,166529.9663,223375.1023,133537.1527,802391.8618,505842.1542,849631.755,527043.0057,835505.7038,208981.203,969457.8579,848181.5483,672699.5766,399370.2293,222604.1037,667438.5989,139960.3284,253954.1429,747924.4746,247288.4668,678294.7636,896539.0207,485233.2913,554982.8902,271691.3741,1222261.935,356330.9464,316830.0815,777848.1449,792693.7164,310966.0666,286275.3293,451182.0064,893332.6209,322966.5935
199.90179,198.89428,0.336,[M-H]-1,90198.50154,91320.49415,97326.33126,104963.9577,105913.0178,98031.20359,90779.70609,70192.38398,292312.155,133842.3265,155845.8788,102934.052,73844.07179,158976.6385,78006.69112,94610.07182,109662.5455,64584.01935,148562.8966,399113.636,127950.2387,172898.53,291825.3131,89118.9408,162054.1424,153517.5983,136867.6505,133895.5947,395680.2061,95326.37825,140875.3454,138591.3444,437723.6232,81430.49186,126487.6596,253461.255,317662.0125,75583.04898,63180.56019,297927.6207,486262.2769,313838.1939,278244.707,310578.517,142497.6243,65044.18771,128255.4698,320291.0889,136195.7488,360886.2391,359032.1884,300784.1256,15964.02832,74044.87085,100771.4706,288816.1316,96945.10719,82736.62303
238.91512,237.90784,0.349,[M-H]-1,206089.673,135776.769,103143.7104,153423.3519,84334.88836,146335.755,166506.944,176228.4272,196015.5114,181240.4884,123603.3073,109126.5617,184202.8258,132877.8748,206146.3425,180368.7813,205706.7251,152977.5421,131052.0271,161926.1232,174345.7016,176565.0507,102032.633,147650.8578,114044.9575,145147.7031,168761.462,114676.2702,150138.3148,153491.7337,140726.2946,1132033.425,1076675.528,190907.2595,120308.2357,97858.05637,97442.98964,131082.4365,100895.2929,126460.7043,111910.1684,80084.97145,157046.7551,122417.706,122159.376,129292.0925,122467.8631,95841.83647,131333.3227,136472.6092,73579.82612,342767.1722,116204.3731,91152.69338,111029.9316,101985.0928,144550.413,146158.4083
155.91133,154.90402,0.381,[M-H]-1,92013.54109,58095.45874,431216.914,104215.2802,534456.6917,56041.81524,54927.23058,38005.10659,124096.5894,174808.3114,433648.0765,145893.7094,169224.5736,208531.1856,154902.6074,42152.00026,114071.6401,573845.7492,247033.206,283608.0817,120561.6255,45857.03769,276849.6069,460400.0691,468620.1624,109824.4516,388115.9127,46297.74857,560030.3857,290289.9534,278586.0982,69242.99041,487688.2029,494324.5764,220635.4777,453698.6748,92422.6319,39351.03771,495729.1045,381083.5713,488782.9629,510118.1877,530065.01,557125.4232,391458.8378,74167.86871,441073.1941,461193.2405,136545.0304,421310.0969,99359.01709,229264.6445,498969.2452,527969.8142,654554.1621,41136.67284,105985.3216,561984.4168
262.85823,261.85106,0.518,[M-H]-1,60991.68234,37698.98056,24126.92466,41476.45534,53627.9117,37387.36481,52328.07443,23613.02768,48218.91097,40398.12031,24005.81701,41497.5459,23577.54006,65859.77802,87757.1333,38756.63333,32061.90239,24072.75842,31885.82778,84897.05289,27153.29997,129855.0963,56260.71673,59186.34489,50987.64097,66841.89567,64233.08338,49679.01211,56669.50072,98340.30346,43344.83173,35997.89495,150829.551,58199.31643,52779.98741,52004.4581,71752.70374,141044.9122,68995.1091,59281.25899,213150.4894,343314.4816,36253.8374,371789.2138,56070.00374,348990.0979,97061.36046,49666.65797,54966.34709,25161.38371,118923.8029,45077.53855,49547.83819,332925.7858,66613.49163,99771.68979,43223.33725,1721239.631
184.07303,183.06554,0.714,[M-H]-1,28242.15939,139125.2404,27530.39898,16536.09751,201186.4455,20911.88113,37471.00987,43165.47603,213579.3895,28654.71533,228398.0503,43075.64905,34276.52435,177426.3935,26929.87687,27072.90567,187849.2537,26451.48555,27871.86507,30369.50271,35285.78149,198879.1708,32873.00749,216162.7728,199783.1197,193744.9848,31368.99302,124853.1718,202066.9358,33354.43766,231207.4891,34359.57744,161582.177,30068.8065,37004.93226,127994.9283,24193.85884,41255.93444,52604.19855,212641.6497,35339.00396,31889.09471,31355.05955,165490.0404,134543.0803,24227.19684,30257.04639,40855.89692,19562.13993,23203.74468,21051.56692,13900.3737,31596.75264,189864.1885,21728.76163,18776.48838,213912.9738,43106.96031
316.84077,315.83349,0.737,[M-H]-1,257185.6629,176551.192,162583.1873,178933.5712,577052.1511,521501.6534,505221.1412,186871.0316,133786.3931,159925.6855,129703.5809,672381.1938,452391.774,154484.174,165665.6433,193569.4959,63597.03304,532824.7769,71727.22134,148869.6694,154425.7756,451807.2583,536645.7167,462720.6932,510332.3379,95255.95082,528901.919,635014.7813,610247.9233,403073.3814,65683.80974,602747.8797,493545.8485,310863.7964,465818.1686,389458.6328,121193.5207,115360.6739,147299.9723,535929.8805,206924.7542,156798.9868,115868.8096,120564.2253,397866.2496,139472.0593,131372.0222,163388.9967,96870.60426,126147.6931,464955.3733,350677.4905,119783.9448,102569.7034,331908.4454,148433.5647,93315.14664,404054.2527
320.93199,319.92471,0.756,[M-H]-1,3339197.043,2593837.96,2568988.025,2655627.191,1022025.965,4810033.622,2553527.625,4096085.766,724902.0738,5682490.244,1397926.927,7382775.548,1200835.308,1476935.032,5265888.311,1336002.73,1193135.819,1037186.588,1114359.049,2376481.348,5216563.935,5206274.484,1972592.312,1005200.803,1149787.09,1802737.981,2432949.617,1447720.061,762830.208,4222304.315,874684.5175,1097570.838,230263.0794,868881.8617,1059421.511,1387510.801,1055604.375,2517598.846,2396821.413,1257009.63,296464.2958,2890444.193,6112834.219,3679932.754,1632082.488,3884018.9,3562346.336,3051710.939,1212619.26,2941771.061,1514282.395,2686468.247,428363.4135,963057.095,3666076.169,418776.2739,2060797.059,431831.5482
127.88704,126.87979,0.765,[M-H]-1,1077516.447,1052695.348,1135980.607,1244085.208,1462517.008,1268310.113,1242433.968,1089276.703,1286410.89,1162402.53,1168742.033,873444.6302,1177136.351,974684.9017,1416362.528,1767932.453,2017579.178,1389540.354,2435214.254,1223464.15,1150437.279,2403318.145,1634731.698,1001152.037,1636058.218,1867564.86,926357.6642,4182379.561,2309446.034,1460049.867,2401783.343,1938914.209,1821563.134,2903591.095,1680390.809,2967013.609,2421068.274,1658954.185,2628927.625,2685705.701,882567.3414,2330223.51,1149019.981,1911278.517,2342017.993,1199631.117,1341427.901,2338855.135,1153196.395,972191.5509,2086167.798,1622587.871,1548126.455,2096931.184,784601.0034,805026.5963,1561097.267,702491.513
217.94375,216.93647,0.774,[M-H]-1,168237.1622,145485.3558,125974.2716,138534.5572,208712.2768,131626.5019,138535.1788,128096.7927,95438.04546,147796.7761,128990.1079,148201.7696,165407.8343,123051.4669,145060.8689,142959.2512,163429.8207,173669.1034,250556.5986,291798.863,167430.3075,109421.0746,146909.1163,143793.5248,110114.0109,87660.28559,223018.3709,409333.061,388812.5466,283169.4341,310681.1906,181733.8091,129367.4856,85163.99772,360339.3799,168912.8119,139824.9089,425474.9205,193006.8243,258227.5621,134917.8222,123250.8858,120880.5678,121492.1695,192612.6392,111218.0442,97652.26746,327124.3624,121023.8199,111350.9933,225820.3307,126308.6388,228475.4606,328116.8721,193240.0245,243419.3634,269992.7599,133859.5602
142.87457,187.87284,0.778,[M+FA-H]-1,151110.7486,119640.173,135201.2936,300603.5363,231523.6952,71409.52005,221697.7911,106042.1297,214173.3654,132751.178,268544.3021,111130.9617,339615.3054,254575.8481,139321.1667,103096.3312,317281.8252,376560.6879,399410.4439,262093.9633,132018.7654,444512.5954,431245.3391,114655.9266,168702.5419,124703.6986,209206.2279,322525.5361,229415.7734,380529.2497,167559.6431,215842.472,91030.03703,214946.2718,208741.1062,270150.4288,278876.3241,337546.3131,191376.0351,146523.0297,129354.6211,138108.8428,86414.36708,225958.815,240201.3123,144436.6163,157810.4588,323050.7538,274744.8308,389601.4464,309803.4304,161818.8128,289548.1387,239885.7171,225725.0433,110576.4209,154965.2616,277362.7195
309.8931,308.88602,0.781,[M-H]-1,218401.4346,245698.0482,155908.6088,212743.3666,162975.4553,161190.8145,144585.5061,189286.5945,580777.792,168535.046,205242.8,171875.5018,167508.2552,389481.4943,123615.7634,85185.37036,176045.2328,287381.7338,173419.6443,332742.947,147473.302,405549.9259,165692.4922,206058.4803,146446.3598,94377.31376,96101.90845,312929.4556,179392.3992,156904.6298,162546.229,127176.078,252167.6416,172943.6951,78413.94178,52726.58444,98137.42985,216821.6948,237771.9842,117693.0517,168096.7255,149688.9745,83687.13362,207420.3891,60920.02967,142363.4544,120284.5362,62731.36399,203738.1734,259611.6436,57652.53123,212263.4677,70247.02696,120085.9524,73204.26796,97723.17089,92296.25474,108942.8121
126.89015,125.88287,0.783,[M-H]-1,167100.1246,147078.5692,119286.5239,71997.27446,61407.89218,123327.9682,67887.97193,117273.6258,83266.07373,128947.0797,154581.0854,131502.8806,56921.7244,114101.0976,94579.09241,144936.651,59082.34413,79138.53304,48316.20943,254583.4371,112832.6248,97210.80791,69396.75572,45817.28955,41182.00382,72208.59568,110005.9355,48936.29217,96107.69813,55439.13178,51080.62804,103212.1997,66169.9575,103803.57,59994.93302,143464.4057,75085.48093,64845.32016,147748.1866,49157.07443,128611.7183,112510.5022,87819.38951,76649.16815,70732.66792,108923.0527,91395.34088,49470.91595,60383.67686,85656.55722,51036.80299,70984.58449,53746.3821,55614.90903,120344.0863,74768.52915,52413.2563,69217.5815
