"mz_rt_min","log2FC","AveExpr","t","p","p_adj_BH","log_odds"
"321.22146_8.24",-3.08154112274062,21.2377497137618,-10.5204112327354,4.01091271048134e-15,1.07291915005376e-13,24.1289665923297
"595.34791_8.465",-4.02630924021463,23.1686212581686,-10.3512170573635,7.48067974475134e-15,1.96597513291886e-13,23.5111506059189
"164.07055_7.272",-1.93091569263165,20.178531905471,-10.2936760552348,9.25374046477679e-15,2.39001779590269e-13,23.3003089345444
"55.0551_1.003",2.83521993652329,23.4109500060618,10.1388886365895,1.64282496435026e-14,4.17110473999439e-13,22.7313387351278
"180.08672_0.886",3.08630323689631,20.8471591346001,10.0847536216863,2.0092586506978e-14,5.01644909790883e-13,22.5317395678938
"210.06407_0.953",-2.48358807100315,19.3152423662942,-10.0695520967998,2.12625443287706e-14,5.2215231810653e-13,22.4756346891379
"280.0486_1.408",-2.02659818919092,22.5445432796366,-10.0446952138274,2.33254056665446e-14,5.63571898201353e-13,22.3838419114971
"206.59504_0.868",3.89372948568979,20.7323487165991,10.0090275747838,2.66429477409401e-14,6.3351009072902e-13,22.2520134366217
"307.18628_1.001",5.47720655007245,20.474081110227,9.9575837806339,3.22835718298446e-14,7.556373531423e-13,22.0616428262823
"208.61061_0.983",2.84405628157343,20.902061704994,9.94421739926629,3.39367530332744e-14,7.82111631443769e-13,22.012135066454
"199.60537_0.983",3.67820213476554,20.9765762344798,9.85381795865239,4.75953024431579e-14,1.08026913727046e-12,21.6768258154605
"108.04481_1.136",2.92230718410324,21.1769864663887,9.84567855072562,4.9069074935493e-14,1.09709663064729e-12,21.6465945887195
"548.18293_1.112",-2.13480375216356,21.5004867825786,-9.82622028980333,5.27813539905879e-14,1.16274218055736e-12,21.5742961993859
"104.10749_1.082",2.33572238290049,31.0529792012311,9.80669848321543,5.67901780316587e-14,1.23292299552789e-12,21.5017237251993
"434.22472_1.012",3.94960724434556,22.7183802188579,9.75497009842946,6.89599030390983e-14,1.4757419250367e-12,21.3092404944636
"303.17044_7.948",-3.73701292125294,24.5541097429121,-9.73436684120405,7.45099871051899e-14,1.5720557842757e-12,21.2325017846162
"327.05156_0.9",-4.09122658327066,23.2249892100193,-9.72465453492234,7.7280180479015e-14,1.60785708829951e-12,21.196313050385
"593.33342_8.441",-4.03178591743338,24.4220456425156,-9.6964395509394,8.59304208363917e-14,1.76333932072486e-12,21.0911301086479
"310.11324_1.35",2.6132434078856,27.1888842352691,9.68222771977328,9.06503596338682e-14,1.83505728015587e-12,21.0381205471195
"309.16563_0.873",3.44713299735131,23.7578123804272,9.64370873038266,1.04798146035083e-13,2.09316830347407e-12,20.8943488847293
"303.13018_1.177",4.13955915073632,21.9855972265575,9.59352026874707,1.26622801058608e-13,2.49511746024572e-12,20.7068096983298
"359.25913_8.268",-2.67520917058503,23.4763938045148,-9.59012733252562,1.28253701227584e-13,2.49511746024572e-12,20.6941227622395
"100.07624_0.999",3.84986120251039,26.5310964778488,9.5559598341937,1.45903696681061e-13,2.80209920036192e-12,20.5663030997192
"224.05176_0.895",2.56774992201965,19.9812117223542,9.53563445205718,1.57543246419348e-13,2.9873390270403e-12,20.4902150522086
"130.06531_7.264",3.26080768104475,21.0897118021214,9.49715426989305,1.82201915171377e-13,3.41173086158404e-12,20.3460606109723
"192.12314_0.968",2.66515380604899,21.506410488007,9.49160301899282,1.86066634595071e-13,3.441084180536e-12,20.3252533684756
"121.06509_1.182",5.41376498441729,26.2702136620152,9.44047731111856,2.25776425412581e-13,4.12454982034203e-12,20.1334927749714
"673.29021_7.46",-2.85000452001152,20.3700507840877,-9.38867375203009,2.74731169581803e-13,4.95840110883784e-12,19.9389519043176
"251.02271_6.622",3.01902756701976,20.4586280455004,9.37158326608777,2.93122326319612e-13,5.22734815269974e-12,19.8747192285877
"171.05313_0.921",3.05470001018381,20.5963817590776,9.34085982050928,3.29356396824495e-13,5.80442214638933e-12,19.7591847382579
"396.16177_0.964",2.93093417260526,18.5642647754888,9.29437061005652,3.92940011965114e-13,6.84446672004349e-12,19.5842093486065
"255.06457_1.34",4.47518428123952,22.2991398188337,9.24946858790708,4.6606513762984e-13,8.02489168010919e-12,19.4150341213826
