"mz_rt_min","tr1_vs_ctrl","tr2_vs_ctrl","tr2_tr1_vs_ctrl","tr2_vs_tr1","AveExpr","F","P.Value","adj.P.Val"
"205.08199_1.006",-0.222586356928504,-0.992600974727325,-1.16224868913403,-0.770014617798821,23.9354540538359,6.33431680709374,0.000856475421259802,0.00189326145752167
"318.1198_1.731",-0.17644587679857,-0.783552820013414,-1.30703902821264,-0.607106943214844,24.0978904874848,6.31738141065953,0.000872288285746608,0.00192554924488463
"84.04509_1.061",-0.0859287393204545,0.382107745866104,0.37853820585033,0.468036485186558,29.9829518039955,6.28498002938853,0.000903384870888357,0.00199068312486827
"137.04592_1.319",0.00340252325950099,-0.392004608093209,-0.633660016907059,-0.39540713135271,29.1019820984383,6.2840552087301,0.000904289013489658,0.00199068312486827
"102.97077_0.804",0.380322148017958,0.995676690866251,0.959413945170806,0.615354542848293,28.570173923974,6.27714651849768,0.0009110727664541,0.00200285418079992
"111.09207_0.867",0.233848258731143,1.2105032800811,0.41896798491687,0.976655021349962,19.9014600326618,6.18898866481782,0.00100238199393325,0.00220055249287135
"388.20861_6.932",0.116788407815019,1.46065291157851,1.57472536042879,1.34386450376349,18.8227869197292,6.18767172771194,0.00100381522847295,0.00220067184703686
"205.08197_1.005",-0.272116307228158,-0.992600974727325,-1.16224868913404,-0.720484667499167,23.9234985485912,6.1817489523946,0.00101028715507528,0.00221182208436234
"116.07099_1.144",-0.072917493808248,0.433496403561639,0.24920566491277,0.506413897369887,31.0569241083475,6.16785469836247,0.00102563873165081,0.00224235536399274
"345.22715_7.989",0.225031731961621,-0.979686367687386,-1.31727694251754,-1.20471809964901,22.8321375787548,6.14850491790787,0.00104741899410534,0.00228684092283465
"202.61072_0.97",0.0470806024694735,1.73793549683456,0.782207181410812,1.69085489436509,19.5084657740187,6.1135337432343,0.00108799825220855,0.00237219291055308
"346.25895_7.493",0.0597825451391617,-1.24776356290068,-1.30685890358384,-1.30754610803984,20.4689067467704,6.09244789819729,0.00111324390448258,0.0024227776806618
"231.06529_0.873",0.0826202378518005,0.999325191105565,0.731982873005403,0.916704953253764,23.3209518807828,6.0916303019706,0.00111423484812391,0.0024227776806618
"244.06388_7.641",-0.495813816377534,-0.828191376411709,-0.868662006979872,-0.332377560034175,19.0078379953134,6.0116643704514,0.00121567695201329,0.00263975566722886
"443.18838_7.506",0.428179891021093,-0.517604878341803,-0.831960103277115,-0.945784769362896,19.2435005173174,6.00624859757359,0.00122288177674448,0.00265179254848394
"328.22313_5.047",-0.0909749730151312,-1.17465070592715,-0.670151259661956,-1.08367573291202,23.2095706236242,5.99197322805813,0.00124208414453718,0.00268977787609407
"380.21806_6.26",0.0970122043709656,0.590728193527926,1.46993453308312,0.493715989156961,18.9209910280619,5.98764980190707,0.00124796074943214,0.00269884194592642
"396.27983_8.764",-0.127255801482177,0.347385204821072,1.50001567165777,0.474641006303249,21.1962259792204,5.97679823637577,0.00126283703648459,0.00272731787581786
"284.17155_0.86",0.377802143133041,-0.778233795941681,-1.02071078707043,-1.15603593907472,20.5487825050909,5.94469238365488,0.00130792807115183,0.00282088270480855
"91.05489_1.206",-0.0613366252997584,0.465364055113223,0.255400022153896,0.526700680412982,26.2086170069901,5.92031781299253,0.00134326470493581,0.00289318551832328
"320.18189_1.204",0.238587216141314,-0.976633881185843,-0.90171370110014,-1.21522109732716,22.5755933914235,5.90152782381411,0.00137117455942981,0.00294931886367922
"427.16279_7.741",-0.325831745370077,-1.24630690668785,-1.09645262962934,-0.920475161317777,20.4800555400285,5.89301732178422,0.00138401129963747,0.00297292333004226
"265.02308_1.269",0.436511831260647,0.548897295035417,1.36830741502016,0.11238546377477,22.169749829905,5.8838700132462,0.00139794646222904,0.00299882063671712
"266.10566_1.245",-0.661381886576177,-1.14164143513093,-1.18840708077206,-0.480259548554752,20.7415196213381,5.853153122551,0.0014458062384601,0.00309732450547962
"171.07648_1.14",-0.565674360368132,0.438127756683668,0.561918271307924,1.0038021170518,23.5565602756601,5.81407159331999,0.00150914530483098,0.00322868083982607
"278.13478_1.015",0.336448140762619,0.755911449676909,1.5980644628313,0.419463308914289,20.8424661474342,5.73254132852974,0.00165063289682231,0.00352665341811031
"244.16561_0.869",0.304940969237929,0.955733440485013,1.21623604832949,0.650792471247084,24.0356186371769,5.7238803565481,0.00166644400104012,0.00355567463323533
"337.16049_1.144",0.0753378478162417,1.04549129696775,0.874234961592582,0.970153449151505,24.7075684771982,5.64801026030209,0.00181178557040583,0.00386062719675261
"466.29133_7.499",-1.28422941346012,-0.783022079857603,-0.953724710322834,0.501207333602516,20.2326466662813,5.6340048308242,0.0018400092583541,0.00391553970177752
"402.2851_7.736",0.060368109947616,0.668309807182636,1.39099085088035,0.60794169723502,19.7070298355617,5.63223754182476,0.00184360267097328,0.00391796253378609
"152.05676_2.294",0.348554485222774,-0.753263877184701,-0.992080987258027,-1.10181836240748,25.7304400544158,5.6272243959318,0.00185383516565723,0.003934469314347
"468.3071_7.471",-0.68767962449492,-1.33340412916267,-0.713439970725573,-0.645724504667746,22.1418611532482,5.62237897748381,0.0018637808007784,0.00395032424706817
"314.08467_1.449",1.06910345203115,0.466081550832714,2.22545901206501,-0.603021901198438,22.2371348643735,5.61094770376224,0.00188746241536155,0.00399521222137539
"313.18008_7.739",-0.0850958377218831,1.04048427573439,1.21034901209689,1.12558011345627,22.6569531411596,5.57879328867653,0.00195574804048312,0.00413427002994843
"120.10211_1.014",0.318716046431671,0.871000250508205,1.4640243280951,0.552284204076534,22.5994602101107,5.57656622435268,0.00196057064568222,0.00413898247421802
"331.19092_7.139",-0.00855334384505,0.970345651141637,1.03428370324541,0.978898994986687,22.0160433565113,5.57125026274983,0.00197213159324791,0.00415788906581725
"227.10269_2.891",-0.0812707905979956,0.693345429037578,1.75997017601165,0.774616219635574,21.0323655037124,5.54204364157892,0.00203691109724574,0.00428879961900291
"286.17614_1.221",-0.343517502804462,-1.16521799455542,-0.94120487216153,-0.821700491750957,23.1981639170654,5.52832910484569,0.00206808033777913,0.00434869067074504
"413.30498_8.221",0.0440256118323941,-1.14842700012883,-0.981932969724121,-1.19245261196123,23.7528494348689,5.52680307799464,0.00207157874146634,0.00435031535707931
"145.09735_0.99",0.294121826821331,0.581901597505177,0.591175402322477,0.287779770683845,19.7931432475653,5.52103349226975,0.0020848605351282,0.00437245389496005
"275.07499_2.534",-0.044890195194134,0.879926318385487,0.195308285461035,0.924816513579621,26.2743715009912,5.50220912113661,0.00212880677922694,0.00445876065570367
"347.22898_1.004",-0.238192358426673,0.545714983597378,0.679565159868054,0.783907342024051,19.1358886558135,5.48183064195267,0.00217745565833272,0.00455467789082442
"611.26834_7.421",0.152088918850846,-0.882606833421493,-0.498265720457106,-1.03469575227234,19.4616826111876,5.4763322864314,0.00219077642450409,0.00457654342082268
"202.0687_0.899",-0.145928334680085,-0.0257711484348809,0.930440720545776,0.120157186245204,21.1455886776978,5.47117563336753,0.00220334546277046,0.00459678347527013
"314.20757_3.739",-0.378648056572723,-1.37354454403268,-0.688765432305084,-0.994896487459955,20.7524338982837,5.45597454715292,0.00224083022199347,0.00466888385679057
"204.13441_0.849",-0.10771517420702,1.37582450978578,1.0756751775584,1.4835396839928,23.392841961571,5.4500655539487,0.00225557769940849,0.0046934837135019
"161.02955_0.806",-0.346927615514483,1.26549405328455,0.953632338860467,1.61242166879903,24.2729089156887,5.4303142404846,0.00230560037094006,0.00478509517817989
"161.02957_0.797",-0.346927615514483,1.26549405328455,0.953632338860467,1.61242166879903,24.2729089156887,5.4303142404846,0.00230560037094006,0.00478509517817989
"277.10304_1.302",-0.55179429264865,0.16838554575163,1.25688752109608,0.72017983840028,21.468969689529,5.36021017905462,0.00249254207115264,0.0051663599292982
"244.16566_0.862",0.25338513665489,0.904177607901974,1.16468021574645,0.650792471247083,24.04806314849,5.35523701066373,0.00250638147441277,0.00518830717660542
"134.11768_1.123",0.0819783217495885,0.816932592269091,1.23304723542244,0.734954270519502,24.9664354532829,5.34905645373884,0.0025236909131901,0.0052173713697557
"157.0973_1.024",0.240710324609025,0.608127012771758,0.362503666320308,0.367416688162733,20.3038577673781,5.31660049115822,0.00261662523530655,0.00540250177949451
"382.25953_7.826",0.0305681929107008,0.687543081397108,1.37259023119032,0.656974888486407,19.6363023862224,5.25454791552795,0.00280421885659624,0.0057823427585628
"389.77347_8.856",-0.0890604837428297,0.656180071025829,1.74968733332092,0.745240554768658,22.0389874546623,5.2317779456583,0.00287647340655314,0.00592367942820493
"113.03495_1.532",0.228019602407152,-0.290476575228846,-0.535951403208065,-0.518496177635998,27.3019037342114,5.22823801189073,0.00288787704057575,0.00593949968654496
"235.12941_1.028",-0.229464875998457,0.160837547620529,0.367159737646117,0.390302423618986,18.7841226380602,5.21245674463642,0.00293928295958967,0.00603744607915715
"70.06594_1.144",-0.107798588384205,0.387347129959267,0.142227471619171,0.495145718343472,29.2637120180468,5.17745870208871,0.00305666612725292,0.00627048732531575
"447.24554_8.843",-0.232043103935735,0.0231885853616289,1.89904541120311,0.255231689297364,21.2174309885179,5.15025931365954,0.00315121072196729,0.00645613904012811
"223.04532_7.168",0.0502114425033999,0.666751038576544,0.746216106645302,0.616539596073144,17.9483576482107,5.12484662111808,0.00324225879842835,0.00663416031063031
"353.19286_7.093",0.590541989662874,-1.04379093334882,-0.228151742239232,-1.63433292301169,22.4377806921767,5.10532622565611,0.00331402765315916,0.00677232795703203
"267.13437_7.327",0.629053881326955,-0.753559833080739,0.12395263368356,-1.38261371440769,21.9826495177612,5.0931350618332,0.00335967539475755,0.00685683111257422
"201.12344_1.183",-0.00895206049247382,-1.31894113097982,-1.23338930206477,-1.30998907048734,21.7055998120012,5.07324774454345,0.00343553038065922,0.00700269027781879
"497.13411_6.29",0.0778012691366481,0.548859784860843,1.53923955775883,0.471058515724195,19.276306616832,5.06298438279067,0.00347536300473187,0.00707484611677559
"213.09828_0.873",0.1277481335833,0.7656250109116,0.873744234069592,0.6378768773283,22.4428647059632,5.0556556679746,0.0035040960461852,0.00712425132447335
"222.07964_1.375",-0.67620197336895,-1.3089829993458,-1.5390794538342,-0.632781025976846,25.1333859895886,5.02806020264163,0.00361449336152736,0.00733935293256701
"247.05796_1.43",-0.237906686344224,0.738824849157061,1.33859495036995,0.976731535501285,19.4556940063465,5.00556846171489,0.00370711088494796,0.00751785129908124
"134.03262_0.985",-1.22186237052037,-1.1062983388626,-2.47679138630518,0.115564031657769,22.4947690976969,4.99512268598095,0.00375095004584896,0.00759710186951135
"476.76985_7.377",0.296169554271922,1.23408917375677,1.03451958534199,0.937919619484851,20.2835735528681,4.9929075537117,0.00376031477355157,0.00760641619592941
"301.21657_8.514",0.250810020960817,1.1013705621804,1.56511798335338,0.850560541219579,23.9472276140777,4.9872609793067,0.00378429503595237,0.00764523402199998
"205.0378_0.789",0.192656194110725,0.765384166091132,0.441629019495035,0.572727971980408,24.901137645936,4.96044730398269,0.0039003301971863,0.00786969278724315
"457.23515_7.315",0.0986017260652174,1.22776226691348,0.765519427352458,1.12916054084827,21.926774467139,4.94925283377458,0.00394984858749048,0.00795944650048139
"362.88596_0.808",0.447585253169682,1.91399419505156,2.01232572295223,1.46640894188188,20.1789082393301,4.94814418676962,0.00395478764090335,0.00795944650048139
"103.05475_2.499",-0.132086334757366,0.399096899235098,0.276168643203311,0.531183233992464,28.924293286475,4.93330529440586,0.00402150888213422,0.00808353674544863
"200.12823_7.202",0.065938217628341,-0.870761400714423,-0.449452872453297,-0.936699618342764,22.8226213260316,4.91398208617497,0.00411012886640561,0.00825127757331238
"283.16975_7.745",-0.0682025293445526,-0.920912250005732,-1.15906930465195,-0.85270972066118,21.776656128894,4.91265274118621,0.00411629869990054,0.00825328231789103
"605.39899_8.784",0.0525833006780082,-0.915443898783064,-0.938135896997334,-0.968027199461072,19.6138866785161,4.78337967338585,0.00476408131676799,0.00954011766820792
"604.3532_6.952",0.0465295682848163,0.789992640883625,-0.203016126967349,0.743463072598808,20.6769492283991,4.77113000931124,0.0048306568662399,0.0096613137324798
"159.07652_1.259",0.0356393127467461,-0.399369649002874,-0.485585725036652,-0.43500896174962,25.6344602903951,4.76790567644544,0.00484833890636616,0.0096845417954448
"388.25828_7.411",0.194506125944506,-1.03777281250076,-0.518539705912745,-1.23227893844527,19.6125351316001,4.74816727870377,0.00495803995673294,0.00989128971368222
"341.24806_8.494",-0.0916620325409922,-0.738652925443381,-0.848521080863399,-0.646990892902388,26.0414778212551,4.71166175158501,0.00516768621268146,0.0102966631653428
"118.08659_1.285",0.846568881540858,0.611718960316729,0.566973174745672,-0.234849921224129,29.4379121061648,4.70609466967332,0.0052004471898565,0.0103490195947768
"196.09452_0.979",-0.311045351054493,0.308912838946216,0.585848943548714,0.619958190000709,18.354724366216,4.7023832689501,0.00522240618438929,0.0103797761771922
"300.28967_8.209",0.274457109421992,0.909885966247137,1.3248947525343,0.635428856825145,22.0058029102527,4.68041975250935,0.00535431713599612,0.0106156178273362
"331.19103_8.063",-0.244484075510861,-0.366611912953692,-0.94188552491139,-0.122127837442831,23.5416172174788,4.68041128560872,0.00535436864098097,0.0106156178273362
"245.11327_1.076",0.363195476445275,-0.743796084949799,-0.929933229009379,-1.10699156139507,24.3984668275107,4.65255351987236,0.00552661169557516,0.0109435139778387
"175.07171_0.979",-0.433850829153949,0.482656698415083,0.603555702773251,0.916507527569032,18.8339757753168,4.64956565892113,0.00554541977730801,0.010958467094882
"373.23834_8.132",-0.713908721060441,-0.85523752961602,-1.06134584940727,-0.141328808555578,20.331379587388,4.64917311918509,0.00554789562197035,0.010958467094882
"417.17606_7.175",0.205387872046816,-0.835030723803193,-0.355634713039031,-1.04041859585001,19.4758140435258,4.63622448584871,0.00563020438097047,0.0111073006081939
"130.05006_1.06",-0.0655751367666588,0.356766581531273,0.326203402525976,0.422341718297932,30.6237773651993,4.60905357954316,0.00580701273527225,0.0114419658339438
"249.14456_0.998",-0.232346729819369,-0.731757292195836,-0.438417244224605,-0.499410562376468,20.0577904242555,4.6059514839222,0.00582755777448697,0.0114682887892493
"435.25117_7.312",-0.684392396471676,0.378609895586977,0.300428106860229,1.06300229205865,20.9533748588272,4.57602928201773,0.00602959884973791,0.0118512804977607
"306.12967_1.025",-0.160626653290008,-1.05472355230161,-0.476820210482634,-0.894096899011598,21.4317728368401,4.57206217457642,0.0060569196118405,0.0118903366549784
"353.24771_8.424",-0.103967632691356,0.445061061335919,0.970593934238641,0.549028694027276,28.02913409253,4.56412815091142,0.00611194114866876,0.0119836094266282
"166.08641_2.495",-0.14385251158335,0.374734739123399,0.273205370352647,0.51858725070675,32.5451723455799,4.53448157521941,0.00632211132453343,0.0123804781275526
"382.18914_7.322",-0.299150906001063,0.894739354819815,0.44791131045287,1.19389026082088,22.5255819857515,4.52985022347766,0.00635560672322421,0.0124308190321885
"244.16569_0.954",0.520504094230298,0.817778573537561,1.13338815958673,0.297274479307262,23.5930238060595,4.51721924393076,0.00644788550794181,0.0125958693643514
"389.27085_8.766",-0.0929981816188323,1.04183749952174,1.48579304129161,1.13483568114057,23.5899095689052,4.51332144137754,0.00647663826933023,0.0126365705108203
"233.14963_1.199",0.084822949293882,-0.302972528792349,-0.722191190533829,-0.387795478086231,25.8911771401501,4.49087382639255,0.00664480348030245,0.0129488478077689
"102.05547_1.061",-0.0344624743106027,0.354507282221065,0.272520515816541,0.388969756531667,28.7287855505242,4.42940302100985,0.00712859059788176,0.013874671456365
"249.10811_1.304",-0.167875523994544,0.914545699897324,1.04064475568119,1.08242122389187,20.9378287860336,4.42319311870295,0.0071794298486306,0.0139566017520273
"166.12072_0.992",0.040496459731374,0.556643397134501,0.792232613837918,0.516146937403127,18.6416395380291,4.40336985999302,0.00734421847215995,0.014259577471493
"55.01853_1.193",0.147134640790975,0.484933503040368,0.744756412891456,0.337798862249393,21.8462095560852,4.40050766027938,0.00736832975972831,0.0142890088657672
"343.19779_3.386",0.0669540749157361,0.661286964456434,1.51919502189966,0.594332889540698,19.250073305731,4.39113651738068,0.00744784155809828,0.0144256736974816
"126.06641_1.057",0.102586563193975,0.986673251338268,0.503278097014953,0.884086688144293,22.3413417743931,4.37713907291051,0.00756824671259343,0.0146411172767262
"191.02271_0.796",1.01503886161332,0.675186636256077,0.322529869675401,-0.339852225357242,20.7013049345125,4.37139666665751,0.0076182176277992,0.0147199459249001
"423.27358_8.008",0.447127575886544,0.912200182279273,0.925520698072466,0.465072606392729,23.6473552752002,4.34932218030083,0.00781347947904698,0.0150789761167581
"127.05043_2.263",-0.0376394987101064,0.540201629037256,0.48755356396464,0.577841127747362,26.7161878467584,4.33602410551239,0.00793357565096644,0.015292254515631
"146.11765_1.134",-0.35512407104684,0.0510309438843902,-0.906121407117683,0.40615501493123,27.4850309971981,4.32880646942702,0.00799954865884548,0.0153822646500209
"146.11767_1.136",-0.35512407104684,0.0510309438843902,-0.906121407117683,0.40615501493123,27.4850309971981,4.32880646942702,0.00799954865884548,0.0153822646500209
"233.12979_8.875",-0.353069657765163,0.435485283444068,1.41467157345467,0.788554941209231,20.0516416516885,4.32720483816228,0.00801426442874952,0.0153920168812085
"396.27923_8.853",0.185594294671296,0.451391463191126,1.30839520642291,0.26579716851983,20.9199280397574,4.32563190395029,0.00802874351370157,0.0154012916440718
"119.04944_1.209",-0.0642345565679014,0.0510920324870038,-0.571266295887612,0.115326589054905,26.0556434429459,4.26078700585706,0.00864956890513651,0.0165722832804296
"121.96645_0.909",-0.306770089042692,0.581567897115635,0.481601375148355,0.888337986158326,19.3670812681009,4.22879122923727,0.00897379724214024,0.0171584260531464
"165.05477_1.209",-0.0664126565327092,0.00887836962270404,-0.586447410706624,0.0752910261554132,27.8393092950032,4.22848148740645,0.00897699608670253,0.0171584260531464
"123.0443_1.209",-0.0727435928056364,-0.0391537553735517,-0.58889065720851,0.0335898374320847,26.7949871721802,4.21866321722202,0.00907900104144911,0.0173326383518574
"335.23726_8.425",-0.348784500501064,0.557840232727431,0.875566536489857,0.906624733228494,24.6205741307386,4.19954289204495,0.00928106646816272,0.0176972306848121
"72.08159_1.171",-0.0441247506327273,0.390339657900564,0.0914663797143339,0.434464408533291,30.6101774739682,4.1940174504052,0.00934031291975429,0.0177889491884581
"148.06051_1.27",-0.025647092845147,0.383041958601218,0.503636084819074,0.408689051446365,27.5011841281761,4.17465223528035,0.00955102921639943,0.0181685847787527
"113.03495_1.263",0.0118999537335571,-0.265079066730881,-0.61302759116269,-0.276979020464438,27.2229635318946,4.14191669027076,0.00991835882879165,0.0188224740674809
"113.03497_1.267",0.0118999537335571,-0.265079066730881,-0.61302759116269,-0.276979020464438,27.2229635318946,4.14191669027076,0.00991835882879165,0.0188224740674809
"289.12591_4.977",-0.301322183261316,0.734709380906566,0.368126010253699,1.03603156416788,23.4423705454302,4.12923989603892,0.0100644616196685,0.0190770555166163
"214.91747_0.8",0.965636085053395,1.86207582424067,2.12970372561877,0.896439739187272,23.9001236518263,4.11135140655467,0.0102743855140436,0.0194518615426021
"90.05558_1.038",-0.0339761450079918,0.398621005098997,0.149368055692277,0.432597150106989,29.9949256708528,4.09402580142882,0.0104819753273694,0.0198213656664473
"245.15375_8.734",-0.354010678028638,-0.227174490067722,0.930411923901104,0.126836187960917,21.5251453647339,4.08852103995344,0.0105488259417081,0.0199241730212617
"222.1336_0.993",-0.246062475221291,0.417314730670427,0.563223466433482,0.663377205891718,20.1616732094033,4.086837469753,0.0105693584304743,0.0199393570390509
"252.14467_0.997",-0.0202756326124136,-0.465252131897488,-0.403881890252508,-0.444976499285075,19.9667991588266,4.08020790005092,0.0106506096116358,0.0200689172847352
"59.05_1",0.106084569744323,0.938506780310397,0.825234831735944,0.832422210566074,24.2519056964395,4.05261624365967,0.0109956919927442,0.0206947221938911
"471.76141_7.098",0.156082433995932,-0.519382043874993,-0.707745245841101,-0.675464477870925,18.3469886254741,4.04173249623675,0.0111349386223325,0.0209321107670703
"360.20553_7.324",-0.15064903775158,0.700818435295423,0.627462632939197,0.851467473047003,21.8983817300433,4.03140536952953,0.0112687313806944,0.0211587003336333
"84.08141_1.184",-0.321925901706735,-0.0708448940150155,-0.826132755766115,0.251081007691719,24.5372687085851,4.01214541511611,0.0115226622233972,0.0216100692227285
"265.15486_3.933",-0.158768751187899,0.791359824380402,0.8556800505937,0.9501285755683,22.7129008635932,4.00610249130553,0.011603534620971,0.0217361986561852
"173.01246_0.79",0.186930766401197,0.701402538276765,0.587855898843945,0.514471771875569,19.4354468552201,4.00420969268922,0.0116289851145817,0.0217523142504145
"389.27144_8.865",0.102766341676238,1.0810011042573,1.67920708695292,0.978234762581063,23.0977830281549,4.00343662052415,0.011639396221713,0.0217523142504145
"119.04938_8.156",0.178135714858495,0.942753352811953,0.414461053487378,0.764617637953457,21.1707157444813,3.9946354775068,0.0117585969107066,0.0219493808999857
"289.12588_4.966",-0.301593031201836,0.712061738387808,0.394904121875138,1.01365476958964,23.443635225185,3.98529318757148,0.0118864930068623,0.0221621995782152
"141.06591_1.077",-0.404370016653284,1.29185726710834,0.114044164073495,1.69622728376163,25.8416950029842,3.97972251866024,0.0119634315685765,0.0222796228511647
"258.92416_0.786",1.07226869429157,0.461878147067835,-0.0974853092138109,-0.610390547223734,21.0250970325215,3.95711939923208,0.0122808723700837,0.022844140212883
"104.07114_0.971",-0.196452388283302,1.55266710114961,0.372211762115131,1.74911948943291,22.8137518001781,3.95142936748126,0.0123621319815854,0.0229539409235092
"182.08134_1.211",-0.0748744300885025,0.0312267802498602,-0.541914303213145,0.106101210338363,29.6507252876944,3.95097357476354,0.0123686649086579,0.0229539409235092
"136.07583_1.219",-0.10209659275326,-0.834665564836246,-1.07604427249105,-0.732568972082986,27.7694552139875,3.94775464150899,0.0124149028136071,0.0230129905813206
"62.06094_0.929",0.178627484723314,0.593553022969036,0.620029140076791,0.414925538245722,22.8044034385555,3.94022718267884,0.0125237208655867,0.0231877708833833
"148.06049_1.063",-0.0743477744467814,0.333041193769961,0.309159269851249,0.407388968216742,31.6217459463232,3.93074941114443,0.0126621208129647,0.0234168537862013
"208.06392_1.698",-0.603226281610413,-0.833228865741675,-0.867427965564976,-0.230002584131262,24.9109033090353,3.91867614069749,0.0128406886609212,0.0237196054430906
"639.59171_8.627",0.695408998178606,1.33060640146847,0.785446895180277,0.635197403289864,21.9920036944714,3.90712141470413,0.0130139975498999,0.0240119538608558
"312.19156_1.234",-0.592964791043367,-0.932924011663808,-0.867520806591197,-0.33995922062044,22.1737141658518,3.8992076760765,0.0131340730470431,0.0242055203037884
"232.92821_0.805",0.917677478854154,1.77277527259318,2.0846985832818,0.855097793739027,24.0897897721879,3.88762283682899,0.0133118955044433,0.0245049425894943
"137.04592_1.821",-0.0356354415859053,-0.329946964493242,-0.466190070021357,-0.294311522907337,30.4215169271413,3.87616411914885,0.0134902027000396,0.0248045662549114
"104.07112_0.965",-0.171753663501446,1.56667424419873,0.403261445328578,1.73842790770017,22.7871190926931,3.8643847905613,0.0136760436241495,0.0251173367366429
"276.15558_1.178",0.0600084577873706,0.132707470061016,0.751334468820974,0.0726990122736451,23.3747862281017,3.86253186895335,0.0137055141322779,0.025142529373696
"424.18947_7.507",-0.127309539954889,-0.660687745523947,-1.30240018343915,-0.533378205569057,22.7045110065566,3.85395986066651,0.0138426976602674,0.0253650349779412
"244.16559_0.905",0.421972652681623,0.881554171756396,1.34188075872566,0.459581519074774,24.3505881714472,3.85200185794908,0.0138742292030203,0.0253936580367207
"535.37472_7.525",-0.127858734995398,0.776518504947329,0.548810815076428,0.904377239942727,22.6035970970069,3.84577604787956,0.0139749776718035,0.025548756430926
"432.24101_8.005",0.120525245108833,-1.00181871441699,0.405158690120248,-1.12234395952582,21.8346069139585,3.82374483500404,0.0143375364067745,0.0261815882210664
"329.18762_7.291",-0.068158725594403,1.02581357792129,0.712897071918736,1.0939723035157,20.8470746030155,3.81390241755283,0.014502600388033,0.0264527431077722
"302.13466_0.91",0.437941275147407,-0.522975856914457,-0.50943765603576,-0.960917132061864,21.7415985110798,3.8098117517752,0.0145717734109962,0.0265485734748286
"301.16502_7.841",0.423647881631939,-0.900764997478138,-1.09321861467477,-1.32441287911008,24.9849692838854,3.80211605413453,0.0147028221165794,0.0267567891654056
"335.22091_8.138",0.0124289753772086,0.64016188751881,-0.0865334156126762,0.627732912141602,23.8319280408001,3.77908059700686,0.0151023287578217,0.0274525247123958
"282.06417_1.36",0.0589476665940991,-0.530042436851372,0.636071616489885,-0.588990103445471,23.3938914774333,3.77756606110253,0.0151289807561418,0.027469685195452
"480.27815_9.059",-0.566296804543117,1.83943224051159,-0.0371441886053423,2.4057290450547,21.1434619989906,3.76685402825636,0.0153188617187387,0.0277828446626216
"130.60226_0.918",0.110492383164518,0.696525861143149,0.379651212493195,0.586033477978632,19.9720788659901,3.75515527332922,0.0155290150187285,0.0281320181270043
"223.10774_2.981",-0.970483691450888,-1.64896300752205,-1.54813776004517,-0.678479316071166,21.7942991806591,3.7273334610773,0.016040703457677,0.0290260348281775
"188.06828_2.492",-0.128403235533317,0.521730073960281,0.306784796929045,0.650133309493598,25.9141261857568,3.7219984411541,0.0161407732752065,0.0291740364068285
"426.32147_8.806",-0.149264058138435,0.862192833502284,1.5988526235181,1.01145689164072,25.464585646178,3.71309255214416,0.0163092444674392,0.0294451970249241
"257.14962_5.992",-0.0383487065332029,-0.757636862122645,-0.44823523155393,-0.719288155589442,22.5404956800697,3.70430196114223,0.0164772950294803,0.0297149862904525
"189.12346_1.179",-0.0688778057427811,0.702981868718077,0.345756005014742,0.771859674460858,24.2192887110217,3.69081344761407,0.0167385999852418,0.030152150763483
"431.2771_8.813",0.0725142581769311,0.78550442847171,1.65495135790604,0.712990170294779,26.6338970944271,3.68863196502736,0.0167812561595768,0.0301949096174572
"213.08692_1.119",0.0624474847686203,-0.66488863595651,-0.682702838585923,-0.72733612072513,22.5416086851417,3.66884250196846,0.0171733187072752,0.0308655592982108
"230.11359_1.102",0.341056723452383,-0.397101982805076,-0.50986759139715,-0.738158706257458,25.2682001467637,3.66722553874834,0.0172057636892848,0.0308890875681649
"177.00717_0.801",0.921393162123911,0.95062022630616,0.448244004705516,0.0292270641822491,24.5622457250594,3.6421746151943,0.0177164870407432,0.0317702396820519
"220.0396_6.79",0.0790582267308998,0.443172780793515,0.60734095335947,0.364114554062616,18.5565501581811,3.6340212182475,0.0178860290015113,0.0320382741710573
"188.11566_0.905",0.0842655134288152,0.515208867151999,1.18437601845106,0.430943353723184,20.0448982856918,3.581864271516,0.0190104542318877,0.0340142208005525
"177.00712_0.8",0.925954019398698,0.955181083580948,0.538201652389929,0.0292270641822495,24.5847025637613,3.55889792398928,0.019528190418877,0.034901446706078
"642.86965_7.005",0.23500729658034,1.23714417785514,1.22776368180639,1.0021368812748,18.6268390469729,3.5243474920516,0.0203342938408882,0.0363014910179616
"207.09761_0.977",-0.156877984162712,0.406416032062977,0.276324452318993,0.563294016225689,22.9013218948469,3.51815858225107,0.0204822323576097,0.0365247406064191
"461.28912_8.421",-0.229230202799453,-0.752107974656926,-0.841487554809416,-0.522877771857473,21.2283011735374,3.48870647493558,0.0212014265989294,0.037765041129343
"87.05598_1.044",-0.102825727259878,-1.38784854162564,-0.952625266724077,-1.28502281436576,22.2042746769842,3.46650444985417,0.0217605527955217,0.0387177728669484
"368.21797_7.216",-0.148391391159644,-0.987611332979755,-0.512066300593891,-0.839219941820111,20.8773500564251,3.46204539830526,0.0218746471657147,0.0388774352744773
"167.10501_7.201",-1.30434264750309,-1.11404492705541,-2.07311635762791,0.19029772044768,19.2672086097981,3.43921467983152,0.0224684409809904,0.039888355734884
