"mz_rt_min","tr1_vs_ctrl","tr2_vs_ctrl","tr2_tr1_vs_ctrl","tr2_vs_tr1","AveExpr","F","P.Value","adj.P.Val"
"319.16578_7.737",0.239397683703709,-3.20672580291056,-3.00617057811892,-3.44612348661427,24.6084067904176,26.361473172114,6.43251047503046e-11,3.65348281784648e-10
"476.16124_1.108",0.4878191058786,-1.99541693476905,-1.27243448365346,-2.48323604064765,22.075873454072,26.1084990673079,7.54824643386482e-11,4.27198627959158e-10
"216.14557_1.021",-0.102050700842613,-1.20438868040536,-1.09676263196255,-1.10233797956274,19.9376952682763,26.0861389733772,7.65603979617923e-11,4.31080769581551e-10
"112.00665_0.799",0.00536351440820721,1.45524095804135,1.19428500343194,1.44987744363314,21.6875019020101,26.0830900556966,7.67086081210279e-11,4.31080769581551e-10
"375.25334_8.258",-0.619668236214782,-2.26830316560444,-2.6855473391288,-1.64863492938966,23.5642580861807,26.0545051765826,7.81126518578749e-11,4.37430850404099e-10
"316.11404_0.978",-0.508336936392824,-1.49960753780891,-1.37007075026017,-0.991270601416084,20.468431923865,25.965261581476,8.26696031618848e-11,4.61331072190098e-10
"241.0311_1.011",0.320760033028984,1.9967664119641,1.41982925568926,1.67600637893511,25.8774935889977,25.8297734141926,9.01199372394764e-11,5.01154772941479e-10
"334.13975_5.431",-0.190659756559665,2.05996654480873,2.46395526010821,2.25062630136839,21.733571715993,25.721990538591,9.65408637534103e-11,5.34997286633482e-10
"241.19509_8.486",0.171957118452964,-1.94176237463896,-1.84717103679349,-2.11371949309193,21.5538446203461,25.6931424201191,9.83384029939367e-11,5.43072979855789e-10
"256.0639_2.614",-0.273971703465014,-1.67675945926612,-1.51129811100953,-1.40278775580111,22.7298511413293,25.6472588278464,1.01269038530041e-10,5.57328915496365e-10
"429.24613_2.916",-0.418584514695403,-2.26561422583218,-1.26355722686616,-1.84702971113678,19.8308618482886,25.5936255743161,1.04809428861009e-10,5.74831094371721e-10
"173.0422_1.129",-0.145374691681599,-1.46288101623363,-2.44202201300388,-1.31750632455203,24.2797553312122,25.5511234181204,1.07705798638061e-10,5.88693337761459e-10
"156.07691_0.893",0.418107270113573,1.89518662758673,1.58409361003782,1.47707935747316,28.7836801849835,25.4812093039451,1.12651516832273e-10,6.13623961994226e-10
"434.2247_0.915",-0.443430971213121,1.76712723885224,2.51783693875949,2.21055821006536,21.4228602933849,25.4660597574779,1.13753802628101e-10,6.15832103834309e-10
"441.20818_1.237",0.0832449539965776,2.26551799205167,2.15304923713828,2.18227303805509,21.3941077174092,25.4650370511376,1.1382861568366e-10,6.15832103834309e-10
"112.07609_1.133",-0.229801434042031,1.89655492551909,1.11991465752271,2.12635635956112,19.8545963614178,25.4108774768117,1.17864067161263e-10,6.35510308072214e-10
"436.22924_1.242",0.0350012092597431,1.5976055501279,2.65783693003667,1.56260434086815,21.0270130992656,25.3484013972119,1.22703474917912e-10,6.59376249053831e-10
"291.15486_0.995",-0.0218682996103607,-1.38615412530824,-1.11794668623984,-1.36428582569788,21.0282120780353,25.3124000747022,1.25584994945879e-10,6.72596147428266e-10
"391.2843_8.803",0.165486534854464,-1.41429022161619,-1.87711505643132,-1.57977675647065,28.1180615875121,25.2076174379507,1.3437656383747e-10,7.17274233727767e-10
"326.10818_1.336",-0.0744187046904407,2.72776676180625,1.88692609327031,2.80218546649669,21.3234431133784,25.0741020565631,1.4650922833806e-10,7.79429094758482e-10
"544.33887_7.63",0.664274577296911,2.74908951657475,3.56532030107712,2.08481493927784,22.1058969090118,24.9624741191974,1.57520343166413e-10,8.35224145161446e-10
"233.11327_1.11",-0.120796659809335,-1.29268803417912,-1.5116251438174,-1.17189137436979,25.7233022440893,24.6522648820663,1.92842258463407e-10,1.01912663744238e-09
"161.09211_0.992",-0.278249873185767,1.4888590137661,1.06001655528589,1.76710888695187,23.767966469766,24.6330809546154,1.95279101558733e-10,1.02859883197273e-09
"96.04497_1.146",0.564109714589301,1.73762488520216,1.84630572952191,1.17351517061285,25.4901730800155,24.5985478741313,1.99746227493917e-10,1.04866769434307e-09
"233.11325_1.11",-0.115745772673519,-1.28568692596325,-1.50945392498758,-1.16994115328973,25.7198091951183,24.5512555653809,2.06035910431637e-10,1.07814200999637e-09
"571.30912_4.091",0.467609076707146,-1.86598592968138,-1.96000158576172,-2.33359500638853,19.1721356473526,24.5295187816263,2.08995155521661e-10,1.09005316409337e-09
"591.31833_7.322",0.67498336732006,-2.49249115864304,-4.1868356932857,-3.1674745259631,27.1304247365103,24.4904186024109,2.1442936572379e-10,1.11475331496797e-09
"291.06988_2.85",-0.22716529950978,3.37515407354883,1.59170565453435,3.60231937305861,19.9952123704849,24.0878450450865,2.79659772674615e-10,1.44914609476846e-09
"166.08647_6.807",0.124856380829272,1.28566145967806,0.86106116587032,1.16080507884879,22.5597291223568,24.0040306167978,2.95648284542665e-10,1.52703774152134e-09
"345.27976_8.523",-0.0443308777105167,-1.70687716818841,-1.48307589590209,-1.66254629047789,23.2240838142834,23.8039980237564,3.377419298405e-10,1.73882619363044e-09
"189.15981_1.01",-0.12598354170971,1.35821073924004,1.34257760301415,1.48419428094975,24.6345529393834,23.7979708125795,3.391024223641e-10,1.74021693277525e-09
"269.08782_2.243",0.7205794501614,-1.76760866407465,-1.8637535990354,-2.48818811423605,20.5727926183532,23.5966674711091,3.87953233864349e-10,1.9845300039984e-09
"338.08383_1.132",0.279575869379182,1.87993431336014,1.6760201292687,1.60035844398096,21.5167182667843,23.4463546536921,4.29137719980873e-10,2.18735059035499e-09
"310.11318_1.179",-0.125792361440287,1.86467679907073,2.18886165329333,1.99046916051101,25.1679054950342,23.4421820794755,4.30343411886884e-10,2.18735059035499e-09
"197.10103_0.903",0.517663158629743,-1.9133019324273,-1.81048446861157,-2.43096509105704,20.7527578832657,23.0734165951428,5.52026709772726e-10,2.79693532951515e-09
"77.00909_0.801",-0.177514186981519,1.31863581490031,1.0878275258327,1.49615000188183,21.5064108393796,22.9590565456233,5.96599821130235e-10,3.01320669153119e-09
"338.08384_1.142",0.217492098794658,1.90101292488554,1.65586140110223,1.68352082609088,21.5214181694768,22.9320530910693,6.07657611945284e-10,3.05937397055102e-09
"357.24374_8.234",-0.46405804426153,-2.24512046126299,-2.78208510250573,-1.78106241700146,22.8475549545904,22.838315653037,6.47715006367709e-10,3.25079606969454e-09
"188.09183_1.195",-0.241758493029487,-1.81645406468762,-1.89818760579126,-1.57469557165813,21.0609827414547,22.8052946337797,6.62468049822605e-10,3.31441695146357e-09
"465.16952_1.258",-0.00117493035491995,2.53728531118598,2.23740496535293,2.5384602415409,22.085596351282,22.7693653266839,6.78915646631857e-10,3.38609178757639e-09
"546.35454_7.886",0.0516158462983884,1.71433913137382,2.9372059633859,1.66272328507543,20.4810989734414,22.6902365298592,7.16644688725783e-10,3.56313060188894e-09
"275.00744_1.816",0.0484929034463405,2.8475050669661,2.93442660294578,2.79901216351976,21.0654796230763,22.6061599839796,7.59115186901472e-10,3.76257092638121e-09
"93.04534_0.892",0.476873021589926,1.97656543797776,1.67131081763323,1.49969241638783,22.564112148917,22.5505356334266,7.88636233865775e-10,3.89679080263089e-09
"441.30747_7.474",-0.1129463692497,-1.49671939139465,-1.01240204500363,-1.38377302214495,21.2634366216725,22.5047893178353,8.13803152662418e-10,4.00873404830006e-09
"190.60022_0.982",0.0144460656418282,-0.520896092191272,-1.20496334823698,-0.5353421578331,24.5481960386978,22.152144736694,1.03794555535936e-09,5.09711109647241e-09
"214.99802_1.432",0.0563095970741533,-1.35293190064023,-1.48875305762011,-1.40924149771438,20.547926668795,22.1221458459749,1.05974807096467e-09,5.18821448239143e-09
"287.24417_0.96",0.0664964755521882,2.16676105699273,2.84751496904909,2.10026458144055,20.0700936036177,21.9767464413592,1.17233030476118e-09,5.72183231314629e-09
"255.21067_8.504",0.0554399802828336,-2.0010708290457,-1.70041152174947,-2.05651080932853,22.2645372132722,21.951556523536,1.19305807199369e-09,5.80524598445709e-09
"153.05389_1.18",0.410977733244559,-1.84513794833466,-1.51917122410189,-2.25611568157922,21.1519073003477,21.9282926776292,1.21253749131711e-09,5.88209676638939e-09
"191.10269_0.982",0.0416912081449845,-0.487543101619558,-1.16326130147354,-0.529234309764543,24.572891272539,21.923467124683,1.21661905672853e-09,5.88334374773409e-09
"380.26731_8.828",0.177319256057634,-1.76056980023281,-2.45777973335291,-1.93788905629044,21.6788167751168,21.9192858558484,1.22016715570174e-09,5.88334374773409e-09
"204.12317_1.187",0.099721243117485,0.499403252081393,2.67905445313289,0.399682008963908,20.6563168209391,21.8663720196102,1.26600380547848e-09,6.0859701010351e-09
"371.25838_7.955",-0.311976329646098,-1.89295413727333,-1.84797205097715,-1.58097780762723,24.29280356888,21.8326409243084,1.29614910766667e-09,6.21217410160964e-09
"101.02387_1.818",0.459512125840216,2.6788805651182,2.54399862754523,2.21936843927798,25.2592308140695,21.7752965402795,1.34911192587e-09,6.4466545918818e-09
"193.0021_1.525",-0.806947703241536,2.76746054382625,1.85806028176957,3.57440824706779,23.503605349952,21.6818995326477,1.44021198916271e-09,6.86142786478711e-09
"355.28303_8.924",-0.33061569832541,-3.52287444182038,-4.3161292927098,-3.19225874349497,23.6156320548942,21.6262588357851,1.49748495569704e-09,7.11305353956096e-09
"268.10378_1.236",0.38153607120739,-1.11963105754717,-1.38046110535522,-1.50116712875456,21.3115079228761,21.4597219203788,1.6833980254489e-09,7.97241320064226e-09
"180.10204_5.093",0.262813416587727,2.17259559032919,2.17392183662748,1.90978217374146,22.0506909375804,21.3888763267179,1.76957371833652e-09,8.35573862267776e-09
"180.10196_9.135",-0.168848448894234,-1.27706297672782,-1.59464415332632,-1.10821452783358,23.5860136194903,21.3634302228844,1.80162828638552e-09,8.4820021978504e-09
"258.07983_3.147",-0.341977128926436,-1.89472865696844,-1.6487740870176,-1.552751528042,23.0855905442817,21.3388889896161,1.83311177901702e-09,8.60484235091519e-09
"297.18536_8.046",-0.090185325228129,-1.74095888369538,-2.35336788351347,-1.65077355846725,22.4783506631768,21.3074386381894,1.87429221228567e-09,8.77234712846902e-09
"251.17949_8.062",0.410771719198875,-1.32379354454894,-1.82802238132834,-1.73456526374781,20.718737155287,21.2792777930836,1.91197685476725e-09,8.92255865558051e-09
"145.03461_0.793",-0.317357319319687,1.02294279602031,0.966035510133577,1.34030011534,20.2857339844812,21.2606257759344,1.93736728270765e-09,9.01468858076213e-09
"258.10848_1.022",-0.476146123019152,-2.19224341768208,-2.47176646417091,-1.71609729466293,23.8186909807887,21.2249551946216,1.98689983290762e-09,9.21829108523417e-09
"325.25373_8.623",0.271211811630603,-0.535470098027652,-2.00790152823329,-0.806681909658255,23.7418605933401,21.2049474993127,2.0152540052919e-09,9.32274026795904e-09
"83.06111_0.875",0.392754101339673,1.7935034179067,1.50499304223043,1.40074931656703,22.9779863741246,21.1901043379993,2.03655921604106e-09,9.39407083468651e-09
"180.10207_7.595",-0.163509656124394,-0.866086498977988,-1.27754093707159,-0.702576842853593,24.1372910972893,21.1009769908268,2.16948006033896e-09,9.97835785677515e-09
"146.06016_7.255",-0.0615514354984272,1.22254671037688,1.28229797843773,1.28409814587531,23.8156160401575,21.0799486556339,2.20212857299506e-09,1.00994172485636e-08
"132.08096_3.642",0.0376436597501329,1.00261755706448,0.973707352774302,0.964973897314346,24.8310359773789,21.0517363910695,2.24673046624441e-09,1.02450909260745e-08
"132.08096_3.653",0.0376436597501329,1.00261755706448,0.973707352774302,0.964973897314346,24.8310359773789,21.0517363910695,2.24673046624441e-09,1.02450909260745e-08
"355.26324_8.499",-0.0287575944864371,-1.5775186955149,-1.84687330500615,-1.54876110102846,30.227173109096,21.0416769066808,2.26285886015609e-09,1.02892385778038e-08
"378.20243_3.795",-0.123019603637407,-2.67670132613734,-1.54582081728592,-2.55368172249993,21.5002930007815,21.0079258863062,2.31785182232016e-09,1.05093508762016e-08
"121.02865_1.254",0.197260699091206,1.79797193526158,1.70313163551112,1.60071123617038,21.6704951053201,20.9885664596808,2.35001722108542e-09,1.06250070392417e-08
"261.00546_0.799",0.072476540369457,1.77198143651108,1.6272180954529,1.69950489614163,22.2556852881958,20.9753717395497,2.37220416725115e-09,1.06950221777764e-08
"262.13983_1.006",0.0518350112979622,2.2592296546281,2.20678557486643,2.20739464333014,22.3392399872302,20.9215012008113,2.46505832427305e-09,1.10823467198304e-08
"231.09747_1.05",-0.0576035345922887,-0.982935065384742,-1.10475035534946,-0.925331530792453,24.0364545575643,20.707457057703,2.87274108003623e-09,1.2839901525243e-08
"231.09758_1.051",-0.0576035345922887,-0.982935065384742,-1.10475035534946,-0.925331530792453,24.0364545575643,20.707457057703,2.87274108003623e-09,1.2839901525243e-08
"290.08692_1.324",0.641506924634799,2.62131555000654,1.62503793065164,1.97980862537174,22.494415234641,20.7038748214055,2.88012828699059e-09,1.2839901525243e-08
"121.06512_1.461",-0.43856906042725,2.37435374626147,2.703702455732,2.81292280668872,24.9536390819901,20.6440139899037,3.00651999862249e-09,1.33660331972187e-08
"100.02498_0.801",0.155127488198357,1.35578047702987,1.1256066723739,1.20065298883151,21.7014721496604,20.6025102295924,3.09750675953776e-09,1.37322799672841e-08
"230.10242_4.157",0.0993040194746362,-1.56862717475876,-1.22370454821101,-1.6679311942334,23.1139856206273,20.5211373889643,3.28425141095052e-09,1.45198483431497e-08
"196.04841_0.895",-0.313487237589216,-1.0297419674045,-1.26529660966924,-0.716254729815281,19.5096307445304,20.4607489802289,3.43033545128994e-09,1.512379939298e-08
"175.10784_1.005",-0.0698224173340698,1.1868554671712,0.52992584419399,1.25667788450527,23.1419167773179,20.4207677424583,3.5307344782312e-09,1.55235598547024e-08
"133.03475_0.801",0.333930344427644,1.53755614809153,1.47951848398687,1.20362580366389,27.9525406659429,20.3169738686157,3.80580612943409e-09,1.66869961059803e-08
"70.99855_0.8",0.0257356986720957,1.36363786899708,1.1226203525635,1.33790217032498,21.2586554214228,20.2562571246586,3.97689627720708e-09,1.73877471914312e-08
"387.2891_8.534",0.101211629538869,-1.60695457740022,-1.63156353237364,-1.70816620693909,23.8203396538203,20.2526125442208,3.98741570931318e-09,1.73877471914312e-08
"303.17045_7.506",-0.217454954327256,-1.50159642509112,-1.99726999736469,-1.28414147076387,24.466489368361,20.183192569048,4.19337039715604e-09,1.82360194928094e-08
"93.02222_0.81",-0.186750685420099,1.24435676516824,1.35422428311054,1.43110745058834,20.7264226551844,20.1284410091108,4.36354672089326e-09,1.89245124090914e-08
"343.19796_1.191",-0.0726813658595912,-1.06971227461224,-1.25857760265732,-0.997030908752648,22.6823190850404,20.0590212901603,4.58963076885205e-09,1.98102687631491e-08
"339.23259_8.229",-0.22064158692138,-2.37332891665286,-2.59394131281487,-2.15268732973148,23.3240048508921,20.0581314324135,4.59260616689547e-09,1.98102687631491e-08
"148.01452_0.799",-0.0430568824939921,1.34711377093149,1.14615810640281,1.39017065342548,21.6021714627318,19.9140306386444,5.10174199452832e-09,2.19471165047634e-08
"192.03255_1.395",-0.162625654058279,1.26341154281684,1.70673516957876,1.42603719687511,21.3131034619367,19.8699704202733,5.26879807230215e-09,2.26048433424576e-08
"258.07961_3.783",-0.308201735627079,-1.8861516624157,-1.51389703661292,-1.57794992678862,21.6043304253137,19.7759582225613,5.64442398726816e-09,2.41514763637533e-08
"393.15166_6.212",-0.50521822819489,1.67271311813317,2.05733454312969,2.17793134632806,21.3886999221715,19.7609033544839,5.70709983687098e-09,2.43543618707115e-08
"245.01349_1.815",0.00544975284469917,2.16437296446599,2.07727491086106,2.15892321162129,21.5187169313397,19.7510106153303,5.74867618289968e-09,2.4466365834421e-08
"174.99147_1.827",-0.324236976338144,2.83482938910912,2.64620600768801,3.15906636544726,23.2644385629155,19.5875653769941,6.4827942679926e-09,2.75173926907346e-08
"431.27701_8.515",0.210841404739945,-0.698673892801677,-0.909380955757259,-0.909515297541622,27.9341567390537,19.4994469850251,6.91814387462921e-09,2.92874207530722e-08
"134.06023_6.48",-0.39184896570919,-2.76233919792942,-4.37194084257376,-2.37049023222023,23.6400467043101,19.4804001736634,7.016153011215e-09,2.96237571584633e-08
"343.19782_1.224",-0.0726813658595915,-1.1166004958077,-1.26300327778202,-1.0439191299481,22.6697803626485,19.3744454124823,7.58818597198088e-09,3.19544717975765e-08
"247.09769_0.852",0.0996249707723594,1.88752600020149,2.57196739507431,1.78790102942913,19.6597296520015,19.2623813984967,8.24588651214337e-09,3.46327233510022e-08
"419.27913_8.18",-0.623793168643352,2.41362615055764,1.89005571293678,3.03741931920099,23.9301439954879,19.1782187613566,8.77839790676452e-09,3.67725014677065e-08
"593.33315_7.375",0.72714313650112,-2.98607398597879,-5.18487021824428,-3.71321712247991,25.1122479537607,19.0999900535781,9.30525579213892e-09,3.88774561367898e-08
"425.27572_6.096",-0.122746920774698,-1.96701298361681,-1.2176834732892,-1.84426606284212,21.580832569293,19.0815356709513,9.43424110393365e-09,3.93134433469402e-08
"477.23457_7.597",-0.40307393414988,-1.48738919875667,-1.56833027487512,-1.08431526460679,20.0109300895589,19.0224158661274,9.86003852407503e-09,4.09807851156868e-08
"457.26658_6.957",-0.0292081932176093,-1.8513187264503,-1.55631922595692,-1.82211053323269,20.2720782964883,19.01380328361,9.92370653788625e-09,4.11382743752375e-08
"222.09723_1.15",0.301217696657404,1.70421878285136,1.99782633711831,1.40300108619396,27.157163477596,18.7766793054646,1.18542249230566e-08,4.90138419098403e-08
"416.13981_1.122",-0.365429004576949,-1.33939466521422,-1.24853543313113,-0.973965660637267,20.9563368100696,18.7489643516429,1.21039278201144e-08,4.99169736457432e-08
"161.12854_0.855",0.549702612222167,1.94071119279568,2.274469766072,1.39100858057352,22.4896948947437,18.7119698030234,1.24457356038001e-08,5.1194314493982e-08
"176.05549_1.468",0.0462884741482542,1.65913429576793,1.52580635451167,1.61284582161967,24.4850839424297,18.699510017219,1.25630898519495e-08,5.1544193839875e-08
"177.02453_1.517",-0.30915646815948,2.67064031810131,1.58180859556227,2.97979678626079,21.7344267061571,18.6560158342673,1.29817885116248e-08,5.31254729860337e-08
"411.2516_8.668",0.200505314294636,-2.21487398112408,-3.32786921468394,-2.41537929541871,22.9344766639212,18.602883497786,1.35129130285408e-08,5.51575682699515e-08
"114.06658_0.994",-0.00756269835327681,2.12281760447903,3.32291250486156,2.1303803028323,23.7597193875121,18.5989728656615,1.35528815220398e-08,5.5179589054019e-08
"144.08091_3.647",-0.0171766277618023,0.869291665943919,0.906314771665474,0.886468293705722,25.3728180607213,18.5777402353805,1.37720318032693e-08,5.59291673232005e-08
"192.06524_5.998",0.533744362451058,-1.49755350150922,-1.17505694641764,-2.03129786396028,19.6474696825767,18.5425377002388,1.41434758385375e-08,5.72918462901166e-08
"110.07174_0.897",0.366312489955912,1.87491350190691,1.28512624325349,1.508601011951,27.1601562743592,18.4777717164757,1.48541542618682e-08,6.00183043087129e-08
"269.19004_7.633",0.305190337946024,-1.25138654785031,-1.66940107807341,-1.55657688579634,20.5532947479584,18.4519415399883,1.51477930480586e-08,6.10501962239936e-08
"213.12342_1.186",0.626287959844914,2.04568842136961,2.03817675002784,1.4194004615247,26.2575279589995,18.4142634615392,1.55869194965989e-08,6.26617720820448e-08
"538.33699_8.189",0.0765683477941102,1.82506735404348,2.68903700103859,1.74849900624937,20.6616073364315,18.4004939479964,1.57506636134525e-08,6.31609525805784e-08
"490.17692_1.105",0.159933020934954,-1.80920237035048,-0.935621286743894,-1.96913539128543,22.2335375949344,18.2911637265248,1.71155841386692e-08,6.8462336554677e-08
"419.18743_1.045",0.000799630122391436,-1.48548037503562,-1.46561996016317,-1.48628000515801,21.3757067274703,18.2859174634675,1.71840762717559e-08,6.85644643243059e-08
"376.18395_7.072",-0.31009279313596,-3.13914663742982,-1.41706750192708,-2.82905384429386,22.263342697302,18.2302653043767,1.79283225343356e-08,7.13556178673307e-08
"124.0873_0.944",0.0495021092235991,1.68312386268964,1.49163778536649,1.63362175346604,18.2949544524398,18.1802408368091,1.86257374439617e-08,7.39469576133406e-08
"348.09004_1.315",-0.0264503529834051,2.07275372355579,0.803813749999312,2.0992040765392,21.2470797637706,18.1181432189936,1.95306569059476e-08,7.73472169277725e-08
"413.26647_8.85",0.568613739791338,-1.59494191700275,-3.55592397692635,-2.16355565679409,25.798881657457,18.0631390066946,2.03701446445452e-08,8.04721555759757e-08
"419.18862_1.048",-0.0041819398108571,-1.73213652766009,-1.84261659591205,-1.72795458784924,21.2060616475942,18.0336771071899,2.08350513754213e-08,8.21055357905492e-08
"345.14021_1.108",0.046889509033764,-1.37816160859654,-1.32666974518912,-1.4250511176303,20.8411397772072,18.0169752123732,2.11034633188919e-08,8.29584420121958e-08
"215.0878_0.874",-0.164089009132424,1.32487706384161,0.99937103199021,1.48896607297403,23.1351758109521,17.8716945172619,2.35944953746533e-08,9.25228860391812e-08
"429.29946_8.338",0.0589635482204725,-1.30652364509888,-1.77628891790263,-1.36548719331935,21.9102259623926,17.7802642036832,2.53162593631614e-08,9.90312498617783e-08
"555.31168_8.071",-0.204472920660003,1.15400232519067,2.39368618764933,1.35847524585067,21.8485191564588,17.7485902501313,2.59425822790546e-08,1.01233157255186e-07
"223.02456_0.92",-0.21873528387138,1.90260918861667,1.66671419936454,2.12134447248805,23.2678053691318,17.6858364004294,2.7231224422521e-08,1.06002522386204e-07
"223.02463_0.924",-0.207499255507047,1.90260918861667,1.66671419936454,2.11010844412372,23.2705175139094,17.5580837706372,3.00631309473073e-08,1.16741501196843e-07
"301.1502_1.034",-0.225768383504149,-1.35649801638668,-1.40248492171473,-1.13072963288253,20.985893571314,17.437660272517,3.30116318349786e-08,1.27880010700548e-07
"136.07587_6.968",0.0224635113333754,-1.05016477793331,-1.2087061963169,-1.07262828926668,22.8788723892185,17.3912244527998,3.42270314737429e-08,1.319966451933e-07
"146.06015_3.649",-0.0603543111613042,0.933444895854842,0.838668599509681,0.993799207016146,26.4656384175142,17.3907482880214,3.42397312719462e-08,1.319966451933e-07
"387.15887_9.152",1.26779661067658,-0.949091060973813,-1.192540463723,-2.2168876716504,19.3848198459722,17.3205693204667,3.61657716132497e-08,1.39085714445173e-07
"343.02556_0.912",-0.0371710978083217,-2.0607921773392,-1.92891379428491,-2.02362107953088,23.1367006959987,17.305018879781,3.66075001720001e-08,1.40446082390654e-07
"162.07613_1.112",-0.316383927444087,0.96970835643583,1.01815759979745,1.28609228387992,22.0030983184781,17.2963697343537,3.68555987747294e-08,1.41058838475943e-07
"280.13999_1.178",-0.53411205752469,-2.41542335322991,-1.84438828000961,-1.88131129570522,22.5750139921835,17.1899098025343,4.00556947869587e-08,1.52939925550206e-07
"509.17442_0.916",0.0155261697931264,1.77504631784102,2.35053849711589,1.75952014804789,19.0342778963828,17.1098337141233,4.26510686648141e-08,1.6246087252755e-07
"259.06921_0.922",0.994808574362603,2.74811303844065,3.46322516896496,1.75330446407805,22.3706282962842,17.0885443749071,4.33699093837457e-08,1.64805655658234e-07
"439.2917_7.011",-0.0931549977218084,-1.32605925067266,-1.09956976246744,-1.23290425295085,22.6838892611106,17.0648567675431,4.41844622537716e-08,1.67502141940664e-07
"286.95825_0.806",0.0246111981988467,1.64628896848147,1.88251059924387,1.62167777028262,19.8405695960565,17.0299794877397,4.54126835812837e-08,1.71750338852438e-07
"294.11819_1.56",0.206385224421797,-1.76230896216067,-2.2067451796546,-1.96869418658247,22.7685238200966,17.0267039389094,4.55298318079709e-08,1.71786315757734e-07
"329.08672_1.368",-0.000181351502999158,2.27113593023235,1.90075970239414,2.27131728173534,20.1732802830346,16.9924843441145,4.67725153334169e-08,1.76058807717296e-07
"286.95804_0.801",0.0107342293239513,1.65832088663396,1.92717031524904,1.64758665731001,19.7691823465762,16.9641481769548,4.78280527159302e-08,1.79608405022646e-07
"536.32208_8.159",0.127369893597086,1.58285569689057,2.24634194062186,1.45548580329348,20.6808623212032,16.6627387546143,6.07051360919696e-08,2.27430509865689e-07
"233.95608_1.499",-0.497030934665944,1.35780058357366,1.23334322408422,1.8548315182396,23.228030902379,16.6152558640769,6.30394847759809e-08,2.35622992277437e-07
"313.17992_8.073",-0.393060795421509,-1.44614800839257,-1.69746558540063,-1.05308721297107,25.3788378943776,16.606861659138,6.34617142949533e-08,2.3664695330548e-07
"255.08629_0.853",0.0996249707148463,2.05208212199567,2.7795106690714,1.95245715128083,19.8791469330291,16.5292959180719,6.7504335256731e-08,2.5113500948658e-07
"167.09214_1.001",-0.553658542976351,1.32669336359599,0.673003473336631,1.88035190657234,19.843451612192,16.5201679715187,6.79972692415418e-08,2.52380562115118e-07
"274.07446_3.768",-1.04160154176186,-2.20055164987655,-1.87367145131861,-1.1589501081147,21.9607719065441,16.3252084462898,7.94628763674706e-08,2.94252321769102e-07
"245.07668_1.038",-0.310436839061141,-1.29053689292529,-1.89589213265261,-0.980100053864152,21.317182125741,16.2675024907772,8.32266535370101e-08,3.0747624778951e-07
"282.06418_1.132",-0.167394171952091,1.37371973026063,2.24026183114612,1.54111390221272,23.9632338301529,16.2562995907943,8.39784475840545e-08,3.0953718786178e-07
"131.57377_0.953",0.100075297406358,2.14437761192716,1.58897314742839,2.0443023145208,18.7620156047186,16.2164576662649,8.6709468032942e-08,3.18867075992109e-07
"257.11377_1.255",-0.0281194695761896,1.61494028626394,1.24747637793034,1.64305975584013,20.4807251835948,16.1198764122046,9.37173933987849e-08,3.43845884745887e-07
"155.0792_0.9",-0.205295300858802,1.47650516349968,0.785997053052192,1.68180046435849,23.1633863741518,15.9711950860339,1.05670496582238e-07,3.86812184736818e-07
"363.25273_8.313",-0.496164866687499,-2.43075573489164,-2.52314578032718,-1.93459086820414,23.2867806726473,15.9557736793151,1.06997362022135e-07,3.90772974341709e-07
"170.06013_3.643",0.0333072133274569,0.96760722991031,0.915924538732411,0.934300016582853,23.8999895053025,15.926183791294,1.09591718327004e-07,3.99334206506618e-07
"132.99835_0.803",-0.345651350098399,1.26506895270213,1.17287116310858,1.61072030280053,26.0239131156119,15.9184163868598,1.10283454119095e-07,4.0093939128491e-07
"235.01254_1.127",-0.377848992120161,-1.39964693916026,-2.19330268509597,-1.0217979470401,22.0359361141241,15.8751593333471,1.1421916185042e-07,4.14304050711977e-07
"267.17431_7.625",0.0448693248597086,-1.59987620238065,-1.4253155758569,-1.64474552724036,23.1817731928041,15.8095083788702,1.20471800153184e-07,4.35993181506763e-07
"129.02028_0.799",0.225495905833046,1.26866708787781,1.22234452030008,1.04317118204477,22.8187754867666,15.7797004799968,1.23426468621458e-07,4.45675664977028e-07
"405.11513_7.27",-1.2078050917493,-1.60881639048377,-1.96849995479997,-0.401011298734474,20.1286514259422,15.7058872959061,1.31069838641089e-07,4.72206461560222e-07
"439.16436_5.083",-0.235249090528833,1.28052188976352,2.00038288827698,1.51577098029235,19.3098952618097,15.7018518475802,1.31501554079675e-07,4.72694775475589e-07
"295.12908_4.613",-0.0285728001171556,1.24451610672151,1.39073572588783,1.27308890683866,24.8526209505989,15.6669827187735,1.3529363946677e-07,4.85232918177448e-07
"266.12385_1.134",0.150744483709344,-0.916612057653647,-0.70994067364288,-1.06735654136299,20.6495953861952,15.6313049762691,1.39290759191707e-07,4.98448546345211e-07
"404.1782_7.631",0.356356173507128,-1.26399689316259,-0.504324754560242,-1.62035306666972,20.9279882658789,15.511759067612,1.53596548398122e-07,5.48411837233564e-07
"423.30938_8.561",0.319530074394688,-1.21416389506613,-1.53208817915547,-1.53369396946082,22.4048600370637,15.4353860135345,1.63523226283944e-07,5.82551493636549e-07
"342.23891_5.426",-0.206167597956373,-2.14038550006056,-1.90230729772311,-1.93421790210419,21.9517119463249,15.3467445186135,1.75880523495531e-07,6.25178876389459e-07
