"mz_rt_min","log2FC","AveExpr","t","p","p_adj_BH","log_odds"
"340.18679_6.537",-2.52805770939076,20.0370619673154,-9.00532031469644,1.19408347801358e-12,2.41235092520212e-11,18.5100856378442
"172.00642_5.078",3.982197972085,20.9475367963006,8.95729365931388,1.43468372938442e-12,2.86219404012192e-11,18.3284600534931
"329.21136_7.585",-2.70480187100134,20.9963901652955,-8.91188574009103,1.70687259638264e-12,3.32991524074914e-11,18.1565816770918
"175.10784_1.15",2.60387570279967,24.6360908223213,8.91127630029148,1.71085870765306e-12,3.32991524074914e-11,18.1542738052976
"196.09471_5.951",2.87774960339967,20.1224207601152,8.85353631907322,2.13425543578378e-12,4.10394177772398e-11,17.9354999833032
"475.32556_7.454",-2.23787065412929,21.0605506506347,-8.84765558443636,2.18289629236086e-12,4.14750295548563e-11,17.9132050380154
"55.0551_1.003",2.53779399564868,23.3545433088448,8.82239487724952,2.40482938551016e-12,4.51542082267555e-11,17.8174098845623
"253.08162_2.597",-2.08249215043422,22.1194718689977,-8.81916114273007,2.43483122905755e-12,4.51859376927424e-11,17.8051435630203
"283.11655_0.956",-1.95380195239418,19.2494628513344,-8.79978107506199,2.62268425279801e-12,4.80883027117005e-11,17.731615477222
"505.24381_7.908",-2.47519156338948,21.1298519914073,-8.79693370042888,2.6514853625499e-12,4.80883027117005e-11,17.7208103816979
"182.0813_6.966",-2.89331148580767,22.6717244778396,-8.79064204014939,2.71625735335063e-12,4.87095138870518e-11,17.696933125079
"100.07624_0.999",3.6503902751502,26.4746897806317,8.77322608582633,2.90396631430649e-12,5.14970026403684e-11,17.6308246483944
"175.14424_0.937",3.16680373319926,22.4357225231545,8.72523085873913,3.49152037066264e-12,6.12358957316217e-11,17.4485381931162
"199.60537_0.983",3.34958604332611,20.9201695372628,8.6889121832896,4.01434247157194e-12,6.96401150503132e-11,17.310500721544
"609.32851_8.082",-3.29455249215534,23.69283451948,-8.59017934123776,5.86875914764896e-12,1.00715479566105e-10,16.9348315322202
"118.08659_1.001",3.87726966312987,28.767328378789,8.48928191876532,8.6570067313147e-12,1.45437713086087e-10,16.5503385269621
"118.0866_1.002",3.87726966312987,28.767328378789,8.48928191876532,8.6570067313147e-12,1.45437713086087e-10,16.5503385269621
"242.92552_0.919",-3.85114337263669,23.1360703385918,-8.46541766555417,9.4915221853727e-12,1.57796556331821e-10,16.4593164302669
"214.0509_4.072",2.74799265131444,20.8346507032542,8.44322106594877,1.03400757883816e-11,1.70131556270692e-10,16.3746281047936
"373.27381_8.504",-1.42939512581729,31.208920777052,-8.43712863846441,1.05860272022938e-11,1.72401014437355e-10,16.3513787483685
"284.099_2.284",-4.34267271300248,22.6322811284104,-8.43199824922127,1.07976904334173e-11,1.74071857896303e-10,16.3317991557298
"196.03092_0.925",1.89518381369786,18.4460552060241,8.42254931381432,1.11987031667679e-11,1.78731302541615e-10,16.2957347727644
"303.17044_7.948",-3.33106852308566,24.4977030456951,-8.41812877680154,1.13914104926409e-11,1.80006843032227e-10,16.2788610603252
"227.00299_1.837",4.0971447198902,22.758959392988,8.34868613324939,1.48949427788272e-11,2.33062045833414e-10,16.0136637805506
"208.61061_0.983",2.45205897740468,20.8456550077769,8.29473616507025,1.8348199516483e-11,2.84308023575794e-10,15.8074749307948
"292.10261_1.209",2.37792782971797,24.522637475509,8.27591105266662,1.97335957454581e-11,3.02834796247606e-10,15.7354974045231
"199.00815_1.525",3.74120925640263,22.2372004617193,8.23587679900499,2.30388122671479e-11,3.50189946460648e-10,15.5823764967715
"470.26637_7.253",-2.40646254489893,19.7074494489213,-8.20201927022101,2.62641407983328e-11,3.95448761454143e-10,15.4528283349187
"453.34353_7.449",-1.95501358850438,19.9618837654986,-8.15429274581408,3.1594653377011e-11,4.71262306445884e-10,15.2701373582586
"303.13018_1.177",3.6013375708969,21.9291905293405,8.10169269036221,3.87353855836774e-11,5.72422920292121e-10,15.0686941431766
"147.01391_0.8",1.29363442283402,25.129110361395,8.05536649120226,4.6354016231271e-11,6.78724861514757e-10,14.8911999169378
"347.15748_7.411",-2.15790683669373,19.3566777899785,-8.05054665043454,4.72283241892018e-11,6.85240049145146e-10,14.8727292128827
"121.06509_1.182",4.77530701411532,26.2138069647981,8.03579979431444,5.00073890645561e-11,7.19025161684969e-10,14.8162115129406
"689.28526_7.413",-2.21132263291581,19.7049303188002,-8.03232034199484,5.06866518570819e-11,7.22284788963417e-10,14.8028754571896
"310.11324_1.35",2.24892132377131,27.132477538052,8.02701843673343,5.1739523662395e-11,7.30763537744977e-10,14.7825535989124
"484.24451_8.026",-2.5249925000393,20.8995190496563,-8.00350214958034,5.66801545092509e-11,7.93522163129513e-10,14.6924072300342
"86.99335_0.8",1.2331852704742,28.5485262765884,7.9637120279716,6.61407197025975e-11,9.13125111476686e-10,14.5398420196161
"486.2237_7.81",-2.4483545914752,20.4132370522219,-7.96282989427254,6.6367489305323e-11,9.13125111476686e-10,14.5364592180448
"188.17583_0.848",3.30000004004575,23.5171588816603,7.94714899243365,7.05311449151228e-11,9.62117156278085e-10,14.4763228345795
"87.99417_0.797",1.24373392935643,25.5988295337344,7.93783502525045,7.31271296256679e-11,9.89075414259033e-10,14.4406007568267
"103.00639_0.801",1.28375768240996,25.9970873953633,7.87826135437157,9.21532212719095e-11,1.23593732058796e-09,14.2120680736472
"101.00888_0.799",1.26953307210316,28.7844635626438,7.8708677581092,9.48370771905886e-11,1.25925848361891e-09,14.183699775949
"531.20314_1.111",3.02514477616389,21.4080635730733,7.86915444856995,9.54700980688521e-11,1.25925848361891e-09,14.1771258617779
"394.19544_4.69",-3.56568934126723,19.7795848629844,-7.85354249608731,1.01436891550554e-10,1.32699408946463e-09,14.1172205696963
"68.98293_0.809",1.27706830198343,26.0542490023044,7.84978818920366,1.02926632815923e-10,1.3306361211559e-09,14.1028140403277
"73.01424_0.8",1.30179476479029,23.3781282002196,7.84864958881004,1.03382756280283e-10,1.3306361211559e-09,14.0984447965394
"120.0811_6.814",1.94880514062509,23.1396515614436,7.8372939830068,1.08044105096679e-10,1.3795071338744e-09,14.0548676611015
"121.01675_0.801",1.2120097537628,27.6041776361371,7.8247689845671,1.13430048074251e-10,1.43678060894051e-09,14.0068002192757
"476.16124_1.108",-2.48323604064765,22.075873454072,-7.81652467960935,1.17121191460638e-10,1.47185371315889e-09,13.9751593574427
"120.06087_0.978",3.02968691423576,18.8244604196665,7.811823693333,1.19279534658988e-10,1.48283924375703e-09,13.9571168913899
"468.24987_7.201",-2.4442985091515,22.0804652330265,-7.80868366621777,1.2074335027339e-10,1.48283924375703e-09,13.9450652047726
"305.18649_9.189",-3.14075406887252,20.434778132503,-7.80859990131724,1.20782645168179e-10,1.48283924375703e-09,13.9447437058145
"208.06046_5.029",-1.90185207766834,22.6113930444174,-7.79618836764292,1.26748862856581e-10,1.53492768125614e-09,13.8971055899374
"321.22146_8.24",-2.36547698364569,21.1813430165447,-7.79578242712979,1.26948905968553e-10,1.53492768125614e-09,13.895547461474
"203.15035_1.001",1.94387948558696,25.4194841993804,7.79224465292442,1.28705724325525e-10,1.5444686919063e-09,13.8819682512672
"105.00376_0.802",1.17805313175902,28.3502052776688,7.77966306971631,1.35153232094366e-10,1.60098977123889e-09,13.8336741789189
"107.00129_0.801",1.19132256250527,25.5976003704246,7.77915161216867,1.35422067116072e-10,1.60098977123889e-09,13.8317109120051
"394.18231_0.989",3.26201717905491,19.8984871740637,7.76375824350778,1.4376874844732e-10,1.67604992764085e-09,13.7726205681205
"106.00446_0.801",1.18905077695491,25.3390840182349,7.76357445640481,1.43871453688469e-10,1.67604992764085e-09,13.7719150463807
"102.00958_0.799",1.26671582770792,25.7409852828553,7.75802667089178,1.47006534704539e-10,1.70016253180032e-09,13.7506179943051
"593.33342_8.441",-3.3182270366826,24.3656389452985,-7.75213302112046,1.50412046994483e-10,1.72703328779277e-09,13.7279927695128
"119.01926_0.805",1.20279737770228,30.3857259226666,7.74301562030496,1.55836635773113e-10,1.77653764781349e-09,13.6929909411187
"82.06583_1.002",2.92529843641593,21.5592945901661,7.72427237304634,1.67611525261563e-10,1.89721981785429e-09,13.6210321277184
"120.01976_0.803",1.19837802193894,27.3187865378282,7.71990765155488,1.7047903189574e-10,1.91608827398311e-09,13.6042745614545
"352.19806_1.031",-1.5736442887243,20.3251874111393,-7.7098050553411,1.7730601964497e-10,1.9788839675061e-09,13.5654866526593
"344.1819_1.197",-2.38432681663333,22.5113319235971,-7.65768369308823,2.17126913402223e-10,2.40648995687463e-09,13.3653564723946
"217.01898_1.554",3.07763840354654,21.7710800874616,7.62670091479996,2.44921685869863e-10,2.69582765964346e-09,13.2463824158246
"347.15875_7.41",-2.19873388161556,19.5336863978797,-7.6245151765542,2.47011987142143e-10,2.70021322930727e-09,13.2379889655053
"112.07609_1.133",2.12635635956112,19.8545963614178,7.59546710096497,2.76548043761419e-10,2.98590361111324e-09,13.1264395928626
"210.06407_0.953",-1.95029525682641,19.2588356690772,-7.59515087771183,2.7688830478995e-10,2.98590361111324e-09,13.1252252275877
"151.00885_0.803",1.18979820989538,24.8101720154646,7.58585600986088,2.87079076780705e-10,3.07502152041614e-09,13.089530820553
"165.02455_0.802",1.21276993114426,24.6403593879763,7.57228194396861,3.02639655769521e-10,3.2200859373877e-09,13.037402997376
"188.12839_7.158",2.65804427460365,19.2627124101808,7.56380316269583,3.1278469394386e-10,3.285799020561e-09,13.0048422199056
"148.13331_1.183",-1.2495823929459,27.3489423238553,-7.56199486228672,3.1499201136957e-10,3.285799020561e-09,12.9978978573026
"148.13335_1.185",-1.2495823929459,27.3489423238553,-7.56199486228672,3.1499201136957e-10,3.285799020561e-09,12.9978978573026
"258.10997_1.176",2.66514295138339,24.4324406644894,7.55831667353886,3.19530039447926e-10,3.29827835645893e-09,12.9837726127846
"91.02463_0.802",1.26153050326031,24.0986127772046,7.55602686563424,3.2238811002982e-10,3.29827835645893e-09,12.9749791258939
"91.02466_0.806",1.26153050326031,24.0986127772046,7.55602686563424,3.2238811002982e-10,3.29827835645893e-09,12.9749791258939
"132.99837_0.801",1.22434467677435,26.1164933178173,7.53379134192052,3.51507283591214e-10,3.57328423319476e-09,12.8895887405848
"291.06988_2.85",3.60231937305861,19.9952123704849,7.47851876887752,4.35808280725622e-10,4.38144291179509e-09,12.6773318865224
"230.0425_5.007",-1.93053101839255,21.9915555866069,-7.47811270278326,4.36497132190112e-10,4.38144291179509e-09,12.6757725632618
"309.16563_0.873",2.7547824285488,23.7014056832101,7.45904682503383,4.70096852881989e-10,4.68921610749784e-09,12.6025592806192
"396.24943_7.082",-1.73714757849629,20.5098035437639,-7.44689494008697,4.92849722916797e-10,4.85606688363213e-09,12.5558970807543
