"mz_rt_min","log2FC","AveExpr","t","p","p_adj_BH","log_odds"
"237.09799_1.215",-2.12350871500957,20.1916281515972,-10.3203827201051,8.64602011158646e-15,1.88788392083582e-13,23.3950729600116
"302.10093_1.219",3.697579164467,20.7778640413861,10.2855377259707,9.83318734755083e-15,2.12213903686678e-13,23.267936353311
"193.01697_1.615",-3.16032944490363,20.9037878208898,-10.27645076098,1.01689441949969e-14,2.16937476159933e-13,23.23475911056
"200.97118_1.843",4.10748647118382,21.3539664864527,10.2725925172662,1.03149766284692e-14,2.1713212674399e-13,23.2206695764765
"434.21454_1.25",3.29761423452199,19.7379375900311,10.270058217617,1.0412047025978e-14,2.1713212674399e-13,23.2114139219758
"308.09892_1.357",2.55264070003189,27.8463182777574,10.2610042271053,1.07664225018932e-14,2.22027557372374e-13,23.1783415289535
"379.24935_8.272",-3.42733322656251,21.6351968258356,-10.1933228277762,1.38308928249794e-14,2.82089418496283e-13,22.9308284126955
"179.00099_1.532",-3.03254102074383,19.7382865493757,-10.1839023676035,1.4322144963665e-14,2.88933707093068e-13,22.8963375923584
"319.11502_1.192",3.54173664133269,21.3829010779323,10.0682049614734,2.20042519274647e-14,4.39138619111553e-13,22.4719530582966
"233.06649_1.204",-2.13745790359055,22.2412561929922,-10.0608044510097,2.26181425980275e-14,4.46588007041905e-13,22.4447585668316
"138.05494_6.969",-2.69731922456853,19.4687673540041,-10.0356982388624,2.48323091754338e-14,4.85144903469528e-13,22.3524578555679
"214.14436_7.929",3.15561776459259,20.8244027811615,9.98186007044612,3.03453326660133e-14,5.86676431542924e-13,22.1543016725068
"206.98816_1.822",4.69674228694142,20.8708099035303,9.90083799663097,4.10562247444748e-14,7.85570650780879e-13,21.8555207257123
"297.02856_1.487",-3.07506446808194,21.1419370310301,-9.85713831212595,4.83404808161737e-14,9.15509514232841e-13,21.6940900964573
"366.05741_1.354",3.84556010235804,21.8017863081794,9.83449709887117,5.26131895356067e-14,9.86364442202889e-13,21.6103746738602
"158.08135_4.104",1.91570571650789,23.5605740429169,9.82434570231361,5.46505119361718e-14,1.01431350153535e-12,21.5728231949326
"392.16773_1.011",3.75270695630072,20.3097049094621,9.7604646851819,6.94267042063344e-14,1.27580161393026e-12,21.3362799313436
"245.0929_7.071",3.74319423101737,20.2774445973817,9.74636299653533,7.3197011522725e-14,1.33189856260958e-12,21.2840081998124
"587.28792_7.723",-2.61422805890708,19.3660742984637,-9.73836809649908,7.54254819351549e-14,1.35912324729755e-12,21.2543641684646
"230.1029_5.959",3.30584185848693,19.345651848092,9.72854266589169,7.82580046794733e-14,1.39660439120291e-12,21.2179241066434
"204.06612_6.945",3.81462065897454,22.4963418367377,9.65144603764411,1.0454459008458e-13,1.84795008759028e-12,20.9316631375043
"305.15051_7.256",-4.11335752946203,21.1480693415249,-9.62073311238584,1.17347932415159e-13,2.05469587323147e-12,20.8174647997406
"345.05_1.428",-2.40441193386089,20.4840043945863,-9.57118133965699,1.41419091473713e-13,2.45116556107622e-12,20.6330286333469
"306.04762_2.952",-3.08058147660744,18.3509869355082,-9.5689139080971,1.42632478769522e-13,2.45116556107622e-12,20.624583472106
"308.09892_1.2",2.55036303590144,27.4683261867666,9.54500762387642,1.56081389132301e-13,2.65767943329862e-12,20.535513856279
"219.05086_1.205",-2.32738562765873,22.227055095974,-9.51467717291416,1.74998077153371e-13,2.95177288726612e-12,20.4224321424856
"433.11349_1.199",4.53113809928505,21.2768761841774,9.51236150387501,1.7653383108111e-13,2.95177288726612e-12,20.4137950602624
"379.24942_7.942",-2.61307799422965,19.4913796442082,-9.48547635001582,1.9538909261606e-13,3.23467704897484e-12,20.3134813213728
"126.00076_5.079",4.04651183456346,20.3622641635555,9.483384056558,1.96938850503317e-13,3.23467704897484e-12,20.3056717708035
"432.21011_0.995",3.74605258524595,19.7527494677078,9.46149579725302,2.13912300149519e-13,3.48264236032901e-12,20.2239490794556
"452.92297_0.907",-4.73469780947477,22.0876969987782,-9.4525091778364,2.21300546866086e-13,3.57159839116048e-12,20.1903836712348
"685.25581_7.34",-3.13724392714442,19.5876935908176,-9.42616136273288,2.44476345848893e-13,3.91162153358229e-12,20.0919311589959
"190.05369_4.11",2.27628821666528,22.6592081699917,9.41539163403139,2.54639090411382e-13,4.03940300686774e-12,20.0516704050566
"149.02697_3.699",4.61370131791355,20.790269468157,9.41002374030749,2.59862147643575e-13,4.08732327141081e-12,20.0315995730564
"117.01809_1.812",3.7620449345944,27.7985310412948,9.37528010660854,2.96376953519059e-13,4.60133584728413e-12,19.9016290021274
"169.01681_1.453",-2.4008769823461,20.8190702402981,-9.37428097461281,2.97500162539922e-13,4.60133584728413e-12,19.8978898138878
"155.0451_1.034",3.37722887075729,22.4739936671151,9.33149716189758,3.49839498795277e-13,5.36613313854574e-12,19.7376914832482
"93.0444_0.9",2.78771280703377,21.7861313665648,9.30638870774242,3.84774560452331e-13,5.85361954261907e-12,19.6436016260999
"241.00225_1.513",-3.10039003570458,26.4279658292207,-9.29696131468317,3.98780050214277e-13,6.01736400973738e-12,19.608259891614
"120.01115_1.02",2.73571653377827,21.6049507656228,9.2737279074241,4.35525518827966e-13,6.51883357213472e-12,19.5211290497923
"284.02022_0.869",3.91310408608281,18.8937268777757,9.26737531057286,4.46153100015354e-13,6.62448122902798e-12,19.497297243461
"205.07143_1.211",-2.37441485085607,21.3163864204356,-9.25537049915035,4.66954218311319e-13,6.87830975544293e-12,19.4522517341198
"169.99086_5.068",3.81336220936217,19.1581204889793,9.24135581246372,4.92475769393305e-13,7.19712620467696e-12,19.3996491292973
"306.04775_2.94",-2.62111280556997,18.8699284865834,-9.20926109547558,5.56336227796745e-13,8.0668753030528e-12,19.2791228089078
"229.05929_0.925",3.21505287130615,21.0406186494542,9.15448345201664,6.85174684266733e-13,9.85801716278339e-12,19.0732169725802
"222.0438_1.386",-2.2593070345718,20.5152878188588,-9.13170262087794,7.47231736585383e-13,1.06097100919439e-11,18.9875129476777
"553.02315_0.895",-3.42160400767618,20.107746000092,-9.13113313444506,7.48853460153366e-13,1.06097100919439e-11,18.9853699383786
"546.19239_7.418",-2.04129430915623,18.9249277652447,-9.086531723438,8.87507774956348e-13,1.24788971993862e-11,18.8174516406929
"199.06938_0.891",2.90457800217037,22.7261626645761,9.07226235358996,9.37108754456638e-13,1.30772469794851e-11,18.763696036061
"154.06114_0.904",2.33104568154812,27.2854296358411,9.06826588959785,9.51493852030488e-13,1.31788999206611e-11,18.7486376763436
"270.95907_1.612",-2.04182151772563,23.6407366955132,-9.06586963600595,9.60225331544825e-13,1.32013201136829e-11,18.7396081820919
"136.07555_6.964",-2.96807848738218,20.2259071406557,-9.047605190385,1.02947982821921e-12,1.40493717733445e-11,18.6707698825522
"155.04517_1.035",3.33039086497706,23.3980694549408,9.03705055967667,1.07176818501399e-12,1.44830495802537e-11,18.6309778858916
"202.10792_6.184",3.64472139113774,19.0265033518014,9.03580691138166,1.07686467784214e-12,1.44830495802537e-11,18.6262886417918
"307.12189_8.92",-2.07375070005555,20.3055472403734,-9.00701307646214,1.20192350557819e-12,1.6048705225562e-11,18.5176866645661
"420.19903_1.197",4.8326748919282,20.7573129207576,8.96945804870262,1.38724591777885e-12,1.83909173099825e-11,18.3759452790469
"158.49336_1.701",-2.37590388664553,18.9263000681286,-8.94916225488006,1.49909512174311e-12,1.97327698294696e-11,18.2993002393678
"285.02871_1.415",-2.038668393668,24.1099495725882,-8.94057912688349,1.54908353291615e-12,2.02471763175519e-11,18.2668777266877
"242.07915_1.208",2.98027520902833,20.6639950892061,8.93186143899219,1.60157140897747e-12,2.07868289165188e-11,18.2339413642926
"327.99299_0.919",2.40913076275738,20.7024983423971,8.91563701664813,1.70406320289183e-12,2.19634812817169e-11,18.1726289375689
"591.31919_8.437",-4.01341111042415,21.4414347532804,-8.88890001109844,1.88755293522626e-12,2.41606775708961e-11,18.0715475740281
"257.16574_7.939",-2.91450797521355,21.4644858396738,-8.88411370372049,1.92243747560323e-12,2.44386572241068e-11,18.0534471340007
"359.06532_1.431",-2.19739857650973,19.9293783940053,-8.86429451427877,2.07392123783337e-12,2.61850191661139e-11,17.978479275382
"73.02809_1.809",3.34010793327843,25.6354032048871,8.85041814816529,2.18706965937554e-12,2.7269749350026e-11,17.9259741367161
"466.23532_7.186",-2.12863533421594,18.6777507108836,-8.85016145478581,2.18922017950101e-12,2.7269749350026e-11,17.9250027375026
"671.27675_7.457",-2.68341978511602,19.1770263056065,-8.83092194603237,2.35660394193638e-12,2.91590461082261e-11,17.852181977489
"307.15128_0.871",3.80857743019045,20.6330408118312,8.80320929375535,2.62057004239814e-12,3.22104503224566e-11,17.7472456735707
"135.04406_4.288",1.88002478426926,20.8054816822997,8.73227863684453,3.43969306130296e-12,4.20004626432783e-11,17.4784241431095
"376.10208_0.862",5.01701037141426,18.2722841009676,8.72684991231999,3.5120979674747e-12,4.26042733832225e-11,17.4578359901112
"241.88401_1.464",4.14003163752886,19.2496042061571,8.71462159168975,3.68085093471823e-12,4.43614242521885e-11,17.4114537126235
"148.49839_1.913",-2.75203294309623,20.8298062678837,-8.697966649287,3.92387359021948e-12,4.69852218286926e-11,17.3482656576879
"185.00608_1.849",3.95966138599892,20.6260777846256,8.69532354504723,3.96389628804689e-12,4.71602019911219e-11,17.3382362136702
"303.07218_1.211",-2.53242594795885,22.3087905763781,-8.69277949443424,4.0028063697442e-12,4.73198001416894e-11,17.3285822151506
"331.11377_0.898",4.34178750551934,20.5766679484067,8.69096499467001,4.03079251306403e-12,4.73490563559926e-11,17.3216964173847
"384.93546_0.909",-3.96093565462792,23.0738570217157,-8.68137292375282,4.18203606840737e-12,4.88167229117238e-11,17.2852922485974
"403.05523_1.434",-2.31350668066719,21.3561821938308,-8.64804856410873,4.75319440216059e-12,5.51370550650629e-11,17.1587735637995
"206.0454_5.037",-1.4673152331357,23.8111492657535,-8.63125080064955,5.07017147221894e-12,5.84486847977537e-11,17.0949734041105
"206.99647_1.582",-1.80961374595812,23.8549719771412,-8.58132028766537,6.14338623644353e-12,7.03834867582667e-11,16.9052299198636
"358.12615_1.176",-2.08748362627256,19.5638738434841,-8.5772412408907,6.24055118006823e-12,7.10580551546419e-11,16.8897223838222
"536.88439_0.92",-3.82075140409391,21.2288882497528,-8.57523872630376,6.28881538494243e-12,7.11709838686167e-11,16.8821089576078
"308.13449_0.891",3.6570227903551,18.7982666816424,8.53850522455927,7.24375950998952e-12,8.14813190941851e-11,16.7424094437494
"114.98735_0.797",1.24149443405613,24.5454641886402,8.52107138790377,7.74666698266189e-12,8.66133368663884e-11,16.6760806684088
